Node1	Node2	Source	Type	Category
myo_inositol	LPIN3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	P4HA3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	AICDA	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	SLC5A5	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	PTEN	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
SIX1	P4HA3	BioGRID_genes	PPI	PPI
STAT6	AICDA	STRING	PPI	PPI
KLF17	SLC5A5	STRING	PPI	PPI
E2F1	PTEN	STRING	PPI	PPI
