Node	Label	Type
creatinine	creatinine	metabolite
HES5	HES5	TF
SLC1A3	SLC1A3	bridge_node
ASCL1	ASCL1	TF
THRA	THRA	TF
FASN	FASN	bridge_node
ZHX2	ZHX2	TF
ALPL	ALPL	bridge_node
CREB3L1	CREB3L1	TF
AOC3	AOC3	bridge_node
SNAI1	SNAI1	TF
EEF1A1	EEF1A1	bridge_node
ATF5	ATF5	TF
SLC7A11	SLC7A11	bridge_node
