Node1	Node2	Source	Type	Category
heptadecanoic_acid	GPIHBP1	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
heptadecanoic_acid	CNP	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
MYRF	CNP	STRING	PPI	PPI
