Node1	Node2	Source	Type	Category
2_hydroxyglutaric_acid	SLC22A15	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
2_hydroxyglutaric_acid	PSAT1	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
2_hydroxyglutaric_acid	CYP1A1	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
STAT6	PSAT1	STRING	PPI	PPI
NFE2L2	CYP1A1	STRING	PPI	PPI
