Node1	Node2	Source	Type	Category
creatinine	PXDN	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
creatinine	CNP	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
MYT1L	PXDN	STRING	PPI	PPI
SOX10	CNP	STRING	PPI	PPI
