Node	Label	Type
L_glutamic_acid	L_glutamic_acid	metabolite
2_hydroxyglutaric_acid	2_hydroxyglutaric_acid	metabolite
TEAD2	TEAD2	TF
GYS2	GYS2	bridge_node
LDHB	LDHB	bridge_node
STOX2	STOX2	TF
ACSL1	ACSL1	bridge_node
ZNF182	ZNF182	TF
SLC9A8	SLC9A8	bridge_node
NFKB2	NFKB2	TF
ATP1A1	ATP1A1	bridge_node
CYP2C9	CYP2C9	bridge_node
