Node1	Node2	Source	Type	Category
creatinine	ENTPD3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
creatinine	PXDN	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
creatinine	EEF2	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
MYT1L	PXDN	STRING	PPI	PPI
ZNF532	EEF2	BioGRID_genes	PPI	PPI
