Node	Label	Type
hypotaurine	hypotaurine	metabolite
ATF7	ATF7	TF
EHMT2	EHMT2	bridge_node
NFIC	NFIC	TF
SLC6A1	SLC6A1	bridge_node
SP2	SP2	TF
CPA5	CPA5	bridge_node
SKI	SKI	TF
PRDX1	PRDX1	bridge_node
ZNF319	ZNF319	TF
TMPPE	TMPPE	bridge_node
RREB1	RREB1	TF
