Node	Label	Type
myo_inositol	myo_inositol	metabolite
LPIN3	LPIN3	module_gene
SIX1	SIX1	TF
P4HA3	P4HA3	bridge_node
STAT6	STAT6	TF
AICDA	AICDA	bridge_node
KLF17	KLF17	TF
SLC5A5	SLC5A5	bridge_node
E2F1	E2F1	TF
PTEN	PTEN	bridge_node
