Node1	Node2	Source	Type	Category
myo_inositol	LPL	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	ANXA3	Human1_GEM_dist1	metabolite-gene	Metabolic_pathway
ATF2	ANXA3	BioGRID_genes	PPI	PPI
