Node1	Node2	Source	Type	Category
putrescine	SLC16A3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
putrescine	SLC1A5	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
putrescine	CBFB	LINCS	metabolite-gene	Causal
putrescine	LIPC	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
BCL6B	SLC16A3	STRING	PPI	PPI
SLC16A3	SLC1A5	STRING	PPI	PPI
FOXQ1	SLC1A5	BioGRID_genes	PPI	PPI
MECOM	CBFB	STRING	PPI	PPI
ZNF517	LIPC	BioGRID_genes	PPI	PPI
