Node	Label	Type
putrescine	putrescine	metabolite
BCL6B	BCL6B	TF
SLC16A3	SLC16A3	bridge_node
FOXQ1	FOXQ1	TF
SLC1A5	SLC1A5	bridge_node
MECOM	MECOM	TF
CBFB	CBFB	bridge_node
ZNF517	ZNF517	TF
LIPC	LIPC	bridge_node
