Node	Label	Type
creatinine	creatinine	metabolite
glycerol_3_phosphate	glycerol_3_phosphate	metabolite
PHOSPHO1	PHOSPHO1	module_gene
NFE2	NFE2	TF
TXN	TXN	bridge_node
CEBPD	CEBPD	TF
LPL	LPL	bridge_node
ETV3	ETV3	TF
EEF1A2	EEF1A2	bridge_node
