Node	Label	Type
D_glucose_6_phosphate	D_glucose_6_phosphate	metabolite
fumaric_acid	fumaric_acid	metabolite
FOXJ1	FOXJ1	TF
PLOD1	PLOD1	bridge_node
RORB	RORB	TF
NME1	NME1	bridge_node
ALAS1	ALAS1	bridge_node
POU6F2	POU6F2	TF
MOGS	MOGS	bridge_node
