MYT1L	0	124.841805
ZNF112	1	 56.202912
ZNF461	1	 23.734279
ZNF227	1	 20.208093
ZNF420	1	 10.003296
ZNF383	1	  8.506875
ZNF226	1	  8.478210
MYT1L	2	176.181382
VDR	3	 81.926982
ZNF510	3	 23.963553
FOSL2	3	 23.617028
BHLHE40	3	 16.864516
NFKB1	3	 11.149413
PBX1	4	 53.069696
STAT6	4	 19.497168
RUNX2	4	 11.758171
TFAP4	4	 10.384759
NKX3-1	4	  8.459120
ZNF704	5	 60.402747
STOX2	5	 19.156270
MYT1	5	 16.964668
TSHZ1	5	 12.168882
PURG	5	 11.203761
MYRF	6	 97.346350
ST18	6	 17.258807
FOXJ1	7	134.470965
ZNF396	7	 11.183429
ZNF417	8	 19.768915
ZNF14	8	 14.972689
ZNF548	8	 12.739742
ZNF749	8	  9.940763
ZNF136	8	  8.742330
ZNF611	8	  8.175822
ZNF253	9	 32.056025
ZNF730	9	 26.128753
ZNF726	9	  9.448811
ZNF254	9	  9.207505
STAT6	9	  7.910272
ZBTB18	10	 34.871003
KCNIP3	10	 31.102439
SOX10	10	 20.201760
MYT1L	10	 13.901895
ETV4	10	 10.970971
POU6F2	10	  8.352716
MAFB	11	 55.447522
BATF	11	 34.515482
VDR	11	 12.033497
FOSL2	11	 11.949997
SPI1	11	 10.998858
IRF1	11	  8.408563
THRA	12	 37.834107
ZHX2	12	 22.890407
ZBTB18	12	  8.922724
PRDM4	12	  7.924298
MYT1	13	 83.218854
MYT1L	13	 22.678674
NR2F6	13	 11.707089
IRF3	13	 11.190752
MYRF	14	 79.255543
ST18	14	 29.325924
STAT2	14	  8.309096
PBX1	15	 44.656248
ZNF398	15	 20.261108
ZNF66	15	 11.211350
FOXP1	15	 10.374588
ZNF384	15	  9.393613
ZNF445	15	  9.232372
ZNF142	15	  8.803462
IKZF3	16	207.879059
PBX1	17	 19.595489
FOXC2	17	 18.948853
RUNX1	17	 18.173706
ZKSCAN2	17	 15.721371
FOXL1	17	 15.323124
SOX10	18	 85.903718
MYRF	18	 21.390853
TFEB	18	 20.321136
ZNF536	18	  8.272861
SATB2	19	 27.221623
DBX2	19	  9.357978
IKZF1	20	116.608099
LYL1	20	 43.675152
SNAI3	20	 11.514171
CEBPA	20	 11.370096
HHEX	20	  8.421135
ZNF217	21	 27.605534
ZNF711	21	 24.072288
ZNF821	21	 20.390486
SOX11	21	 15.896417
ASCL1	21	 13.374308
POU6F2	22	 51.341935
LHX6	22	 14.310699
RORB	22	  9.995815
MYT1L	22	  9.824014
DBP	22	  8.217578
ZNF324B	23	 33.037682
ZBTB45	23	 30.380231
ZNF444	23	 15.064159
ZNF446	23	 13.790536
ZNF324	23	 10.674102
FOS	24	 43.512204
NR4A3	24	 32.332960
EGR2	24	 25.721185
JUNB	24	 23.939030
KLF6	24	  8.920473
ESR2	25	 22.137629
MEF2A	25	 21.907487
TFAP4	25	 20.507335
IRF1	26	 45.076162
MNT	26	 13.915956
STAT5A	26	 13.764904
ELK3	26	 10.463787
ZNF678	26	  8.618253
ZNF286A	26	  8.344966
ZSCAN25	27	 56.415427
ZNF786	27	 30.458795
ZSCAN21	27	 17.862462
GTF2I	27	 13.040063
ZNF282	27	 11.520204
POU2F2	28	 22.138242
ETS2	28	 16.131347
IRF8	28	  8.130848
ZNF254	29	 30.210403
ZNF429	29	 16.625268
ZNF493	29	 11.945869
ZNF559	29	 11.852249
ZNF780B	29	  9.096115
ZNF585A	29	  8.360776
ZNF443	29	  7.899626
ZNF688	30	 46.421430
GLI4	30	 22.300848
ZNF48	30	 13.154824
FOXG1	31	 64.636838
NPAS3	31	 18.901329
ETV1	31	 17.269732
NR2E1	31	 11.063685
BCL6B	32	 59.852591
FOXQ1	32	 20.355676
TBX3	32	 12.511736
ZNF628	33	 37.715119
ZNF205	33	 36.496169
CC2D1A	33	 17.531057
ZNF580	33	  8.754342
ZNF865	33	  8.229583
BHLHE40	34	 44.885703
STAT3	34	 17.960653
ZNF395	34	 16.595892
MAFF	34	 11.631306
NFE2L3	34	 10.998618
TFEC	35	100.856112
ZSCAN16	36	 20.156821
ZNF37A	36	 12.931776
MAFF	36	 11.495289
STOX2	36	 11.055236
BHLHE40	36	  9.750227
CEBPD	36	  9.201569
MYT1L	37	 90.572331
ZBTB18	37	 26.297952
MYT1	37	 11.287478
ZNF583	38	 40.700542
ZNF264	38	 23.553296
ZNF134	38	 21.979456
ZNF234	38	 18.554515
ZNF17	38	 18.050120
ZNF416	38	 17.527530
ZNF615	38	 16.987368
ZNF776	38	 16.320511
ZNF549	38	  9.721980
MYT1L	39	109.523019
ZNF215	39	 17.927973
FOXL2	39	  8.085716
NFIA	40	 40.706283
NFIX	40	 12.929431
ZNF445	41	 35.258806
ZBTB8B	41	 27.723426
PBX1	41	 27.646982
ZNF606	41	 10.677367
ZKSCAN8	41	  9.434479
CSRNP2	42	 23.135387
ZNF641	42	 10.507087
RARA	42	  9.760099
ZNF846	42	  9.168001
IRF6	43	 13.141786
E2F2	43	 11.934088
NFE2	44	 76.622560
IRF7	45	 85.172160
STAT1	45	 47.784792
ZBTB46	46	 17.743522
ELF4	46	 16.289173
IRF4	46	 11.962783
ZBTB7C	46	 10.207221
ETV3	46	  9.029837
FOXD1	47	 26.155734
TBX15	47	 16.641119
HOXA10	47	  9.369570
ZNF138	48	 70.907164
ZNF680	48	 31.226883
ZNF107	48	 10.211679
ZNF92	48	  8.506351
ZNF329	49	 56.549025
ZNF28	49	 27.860484
ZNF135	49	 18.662404
THAP11	50	 20.157238
ZNF32	50	 20.128503
KLF13	50	  8.782106
ZNF689	50	  8.236162
ZNF649	51	 11.880468
SP4	51	 11.878604
ZNF704	51	  9.911138
FOXG1	51	  9.545883
ZBTB7B	51	  8.982847
POU3F2	51	  8.795848
ZNF431	52	 50.643116
ZNF43	52	 29.845198
ZNF253	52	 28.325976
ZNF675	52	 10.730935
ZFP30	52	  9.957707
ZNF500	53	 17.283761
ZNF8	53	 15.298122
ZFHX2	53	 12.620798
TFAP4	53	 12.248889
ZNF236	53	  9.589297
BATF	54	 74.385519
STAT6	54	 22.924587
ELF4	54	  9.761532
PAX8	55	  8.577150
ZNF648	56	 18.062601
ZNF530	56	 11.615459
ZIK1	56	  9.203483
NFE2L2	56	  8.617982
STAT6	57	 60.254636
NFIA	57	 25.524356
RUNX2	57	 24.493213
GLIS3	58	 10.645693
ELF2	58	  9.580208
NPAS3	58	  8.645271
TCF7	58	  8.194688
ZNF562	59	 34.322832
ZNF136	59	 19.828019
ZNF77	59	 10.062146
ZNF587B	59	  7.870072
ZNF254	60	 41.111757
ZNF814	60	 15.575025
ZNF8	60	 13.943630
ZNF253	60	 12.582203
ZNF431	60	 12.379866
ZNF112	60	 10.674263
ZNF493	60	  9.253676
ZNF43	60	  8.452353
VDR	61	122.219907
CEBPD	61	  8.124246
FOXJ1	62	144.906589
NFKB2	63	 35.746485
ZNF678	63	 25.811665
NR3C2	63	 21.696633
RELB	63	 18.739483
VDR	63	 12.830361
IKZF1	64	 88.568585
CEBPA	64	 40.058246
FLI1	64	 25.042055
SPI1	64	 11.370431
DBX2	65	 14.957034
ZIC5	65	 13.854861
TFCP2L1	65	 11.509720
ZNF281	66	 35.364494
RBPJ	66	 23.224671
SKIL	66	 13.940964
ZEB2	66	 11.897407
ZBTB34	66	  8.811040
MSX1	67	 20.168122
IKZF2	67	 19.803376
ZHX1	67	 13.630894
CEBPA	68	 56.076580
TAL1	68	 24.474429
IKZF1	69	 49.066146
IKZF3	69	 29.960822
GFI1	69	 11.748945
ESR1	69	 10.125484
POU3F1	70	 44.474662
BATF3	70	  8.951331
MYRF	71	 63.141296
SOX10	71	 57.508138
TFEB	71	  8.431302
ZNF25	72	 45.464496
ZNF248	72	 41.878349
ZNF37A	72	 17.728852
ZNF572	72	 11.818187
ZNF32	72	  8.247145
DBX2	73	 25.984357
ZEB2	73	 20.687744
RORB	73	 11.861271
ZNF469	73	 11.009075
IKZF3	74	203.674664
MYBL2	75	 79.463142
E2F8	75	 36.919273
FOXM1	75	 34.165048
E2F2	75	 33.022898
RFX4	76	 18.809605
SOX13	76	 16.637468
SALL2	76	 11.940949
AR	76	  8.710907
ZNF704	77	 28.042773
PURG	77	 23.288674
ZEB1	77	 15.410448
ASCL1	77	 10.013901
SOX8	77	  9.485711
STOX2	77	  8.011946
ZNF74	78	 29.290986
SOX4	78	 27.856214
SOX8	78	 25.576271
ZNF821	78	 25.318305
ZNF250	78	  8.051714
ASCL1	78	  7.896533
STAT1	79	 48.286981
BATF2	79	 33.380662
IRF7	79	 24.056056
SP110	79	 23.498479
SKIDA1	80	  8.179290
ZNF713	80	  7.995842
MYT1L	81	 47.183232
KCNIP3	81	 31.244919
FOXC2	81	 14.702752
POU6F2	82	 17.052318
KCNIP3	82	 16.774003
ETV7	82	 11.832354
SATB1	82	  9.648882
TAL1	83	 15.619911
FOXL1	84	 13.803754
FOXS1	84	 10.877376
FOXC2	84	 10.231822
PBX1	84	 10.061437
RUNX1	84	  9.254255
ZNF774	84	  9.089543
ZHX3	85	 33.931033
NR3C2	85	 23.293094
NPAS3	85	 19.758242
NR2E1	85	 11.101569
KLF15	85	 10.341806
OSR1	85	  8.266240
KLF6	86	 39.083772
NR4A3	86	 27.013962
FOS	86	 26.040772
JUNB	86	 12.477218
CSRNP1	86	 11.224687
NR4A2	86	  8.213279
EGR1	86	  7.960073
ZNF395	87	 40.432873
HSF4	87	 14.654760
ZNF727	88	 21.172112
ZGPAT	88	 13.568903
CREB3L1	88	 13.255694
SOX18	88	 11.137963
ZNF521	88	 10.455682
ZNF558	88	  9.889625
ZNF891	89	 35.802583
PBX1	89	 21.482839
ZFP2	89	 16.532667
ZBTB5	89	  9.265566
SOX8	90	 34.398477
MYT1	90	 25.443113
SOX6	90	 17.305187
SOX1	90	 10.104332
ZNF518B	91	 13.430484
HLF	92	 27.340209
HES5	92	 12.475585
KCNIP3	92	 11.029897
POU6F2	92	 10.326256
HOXD3	92	  7.884896
MYRF	93	 99.832282
STAT2	93	 12.203468
ZNF248	94	 22.113992
ZNF37A	94	 10.467053
SOX9	94	 10.067354
ETV7	94	  9.314813
EBF4	94	  8.090171
ZBTB11	95	 13.639119
ZNF75A	95	  8.782479
ZSCAN12	95	  8.343076
ZNF354C	95	  8.338429
FOXC1	96	 21.322706
TBX18	96	 20.633628
HIC1	96	 17.167104
FOXP1	96	 12.746825
FOXC2	96	 11.907104
BACH2	97	  9.445136
STOX2	97	  8.986033
KCNIP3	97	  8.396794
ZNF213	98	 63.733544
RFX5	98	 10.684943
ZNF500	98	 10.655297
MYT1	99	 37.817758
ZNF217	99	 30.511970
ZNF711	99	  9.872397
TSHZ1	99	  9.817631
PURG	99	  9.137664
SOX11	99	  8.463965
SALL3	100	 51.720489
ZBTB5	100	 16.488544
MYT1L	101	 71.187393
MYT1	101	 21.566307
ZNF250	101	 14.086818
SATB1	102	 31.364654
SALL4	102	 29.870253
CREB3L1	102	 12.253619
NR3C2	103	 64.913662
DBX2	103	 44.991307
NR2E1	103	  8.020079
NFE2	104	 69.215080
CEBPD	104	 26.824355
CEBPB	104	  9.287579
ZNF492	105	 17.269237
ZNF281	105	 15.878963
ZNF37A	105	 12.028877
ZNF22	105	  9.332466
ZNF500	106	 19.767282
DEAF1	106	 16.762234
ARNT2	106	 15.837953
ZNF267	106	 15.666758
ZNF554	106	 10.609988
ZNF780A	107	  9.923376
ZNF780B	107	  8.595713
MAFF	108	 64.532405
MXD1	108	 41.193523
VDR	108	 15.882507
FOSL2	108	 10.419910
BATF	109	 32.746757
ESR1	109	 11.906283
VENTX	109	  9.015372
STAT6	109	  8.438002
TFEC	110	 64.664995
MEF2A	110	 16.251115
ZNF214	111	 26.337290
DBX2	111	 16.022867
ZSCAN16	111	 14.749332
SIX1	111	 11.802158
ZBTB12	111	 10.515159
ZNF300	111	  8.828247
SP100	112	 43.794195
IRF2	112	 10.217531
HBP1	112	  9.413061
ATF1	112	  9.001950
MEF2C	113	 15.120557
POU2F2	113	 13.030063
ZNF208	113	 10.957492
MSC	113	  8.002537
EBF1	114	 27.116334
