Regulator	Target	Score	Lemon_module	Type
H2A_[5]_(K)_Ac	B3GAT3	10.702091714711171	4	hPTMs-gene
H2A_[5]_(K)_Ac	SATB1	10.702091714711171	4	hPTMs-gene
H2A_[5]_(K)_Ac	RHOT2	10.702091714711171	4	hPTMs-gene
H31_[14]_(K)_Ac	PTPRJ	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	ARID3A	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	SLC12A9	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	TREX1	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	TLR2	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CD300LF	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	IAH1	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	GRN	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	ATG7	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	PRTN3	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	SERPINB8	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	SELENOT	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CYBB	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CYBA	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	HRAS	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CD70	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	HEXB	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CLGN	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	GNB2	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	SIRPA	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	EPB41L3	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	NDRG1	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	STX12	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	FCGR1A	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	ITGAL	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	ADAM9	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	AZU1	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	CST3	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	B3GAT3	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	SATB1	9.436635973609969	4	hPTMs-gene
H31_[14]_(K)_Ac	RHOT2	9.436635973609969	4	hPTMs-gene
H1_[16]_(K)_Bu	HIBADH	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MMAA	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MYO18B	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL18	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL42	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	HSD17B10	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	NDUFA3	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	ACO2	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	GFM1	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	IDH3A	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	NDUFB8	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPS10	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	NDUFA11	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	NDUFA2	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	ATP5F1D	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	ATPAF1	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	DNAJC19	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	HSPA9	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	TUFM	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	NDUFB4	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL46	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL2	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL53	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPL22	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	MRPS17	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Bu	CARS2	30.600146782322497	6	hPTMs-gene
H1_[16]_(K)_Hib	HIBADH	11.495704514603574	6	hPTMs-gene
