Node1	Node2	Source	Type	Category
2_hydroxyglutaric_acid	P4HA3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	P4HA3	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
myo_inositol	SLC26A1	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
SIX1	P4HA3	BioGRID_genes	PPI	PPI
P4HA3	PATZ1	BioGRID_genes	PPI	PPI
ZNF300	SLC26A1	STRING	PPI	PPI
