Node	Label	Type
myo_inositol	myo_inositol	metabolite
ZNF780A	ZNF780A	TF
GANC	GANC	bridge_node
POU3F3	POU3F3	TF
ALDH1A3	ALDH1A3	bridge_node
ZHX1	ZHX1	TF
GGT7	GGT7	bridge_node
ZNF131	ZNF131	TF
INPP4B	INPP4B	bridge_node
MECOM	MECOM	TF
LRRC8A	LRRC8A	bridge_node
SALL2	SALL2	TF
GPX1	GPX1	bridge_node
ZNF510	ZNF510	TF
ODC1	ODC1	bridge_node
ZFP14	ZFP14	TF
HK1	HK1	bridge_node
