Node	Label	Type
myo_inositol	myo_inositol	metabolite
FOXP1	FOXP1	TF
AKR1A1	AKR1A1	bridge_node
LEF1	LEF1	TF
DPYSL2	DPYSL2	bridge_node
SOX17	SOX17	TF
FUT4	FUT4	bridge_node
SOX18	SOX18	TF
OPLAH	OPLAH	bridge_node
ERG	ERG	TF
EEF1A2	EEF1A2	bridge_node
BCL6B	BCL6B	TF
SLC16A3	SLC16A3	bridge_node
FOXS1	FOXS1	TF
GK	GK	bridge_node
FOXL1	FOXL1	TF
FASN	FASN	bridge_node
