Node1	Node2	Source	Type	Category
creatinine	LPL	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
creatinine	CNP	Human1_GEM_dist2	metabolite-gene	Metabolic_pathway
CEBPD	LPL	STRING	PPI	PPI
CEBPD	CEBPB	STRING	PPI	PPI
LPL	CEBPB	STRING	PPI	PPI
CEBPB	CNP	BioGRID_genes	PPI	PPI
