Regulator	Targets
cytosine_C18	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11
l_phenylalanine_HI	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11
l_gulonolactone_C18	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11|SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3|DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
2'_deoxyguanosine_HI	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
1_vinylimidazole_C18	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
acetohydroxamic_acid_HI	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
histamine_C18	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
n_acetylaspartylglutamic_acid_HI	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
d_glucuronolactone_C18	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3|DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
leucine_C18	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
dl_norleucine_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
acetanilide_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
d_aspartic_acid_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
2_pyridylacetic_acid_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
l_norleucine_C18	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
3_ureidopropionic_acid_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1|DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
monobutyl_phthalate_HI	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
benzyl_cinnamate_C18	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
phenylacetylglycine_C18	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
l_methionine_sulfoxide_HI	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
2,3,4,9_tetrahydro_1h_beta_carboline_3_carboxylic_acid_HI	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
n_acetylalanine_HI	DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
n_acetyl_d_mannosamine_C18	DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
