Module,N_genes,N_PPIs_observed,N_PPIs_expected,Fold_enrichment,P_value,PPI_density,FDR
17,42,10,7.886170831180335,1.2680425283791734,0.26871423567385855,0.011614401858304297,0.41710866432957144
44,32,6,4.543020594965675,1.3207071979045988,0.30406812866548005,0.012096774193548387,0.46504537325308715
55,10,1,0.41216920720454714,2.426188037632152,0.3390456594872868,0.022222222222222223,0.4966302617841948
95,10,1,0.41216920720454714,2.426188037632152,0.3390456594872868,0.022222222222222223,0.4966302617841948
101,10,1,0.41216920720454714,2.426188037632152,0.3390456594872868,0.022222222222222223,0.4966302617841948
39,26,4,2.976777607588396,1.3437349131501148,0.3475396246260493,0.012307692307692308,0.5020016800154046
83,22,3,2.115801930316675,1.4179020999148941,0.3547767800722063,0.012987012987012988,0.505435412705609
69,108,55,52.92252620506385,1.0392550005433672,0.40539263247909746,0.009518864659051576,0.5697409969976505
22,124,72,69.84894164759726,1.030795861779199,0.41393225011757584,0.00944138473642801,0.5739860534963719
68,19,2,1.5662429873772792,1.2769410724379746,0.4649514350623186,0.011695906432748537,0.6362493321905413
20,36,6,5.77036890086366,1.0397948732709223,0.5173672451716961,0.009523809523809525,0.6987817337383947
100,15,1,0.9617281501439433,1.0397948732709221,0.6194627691391889,0.009523809523809525,0.823770162509241
76,22,2,2.115801930316675,0.9452680666099293,0.6257484888291349,0.008658008658008658,0.823770162509241
87,16,1,1.0991178858787924,0.9098205141120569,0.668523262281705,0.008333333333333333,0.866036710403486
57,23,2,2.3173068760611204,0.8630708434264572,0.6745093609873304,0.007905138339920948,0.866036710403486
19,43,7,8.270862091237912,0.8463446642902855,0.7197932585908523,0.007751937984496124,0.9129085230908371
52,18,1,1.4013753044954602,0.713584716950633,0.7553330497227063,0.006535947712418301,0.9326049725310267
45,18,1,1.4013753044954602,0.713584716950633,0.7553330497227063,0.006535947712418301,0.9326049725310267
47,44,7,8.664712667011147,0.8078744522770908,0.7622252179340122,0.007399577167019027,0.9326049725310267
23,42,6,7.886170831180335,0.7608255170275041,0.7994080015572227,0.006968641114982578,0.9667259553715252
84,23,1,2.3173068760611204,0.4315354217132286,0.9025145923713034,0.003952569169960474,1.0
37,28,1,3.462221340518196,0.28883190924192287,0.969140991657656,0.0026455026455026454,1.0
38,31,1,4.25908180778032,0.23479239073859537,0.9861426143758071,0.002150537634408602,1.0
59,58,7,15.140348877980365,0.46234073312409424,0.9932120438997838,0.004234724742891712,1.0
71,39,1,6.787052945301543,0.147339354512074,0.998907089697442,0.001349527665317139,1.0
9,94,20,40.03536899313501,0.49955827816722415,0.9998369227067785,0.004575611988103409,1.0
85,384,583,673.539440466524,0.865576631408827,0.9998587118719717,0.007928089643167973,1.0
16,159,74,115.05016470436259,0.6431976885052995,0.9999838545299543,0.0058912506966005895,1.0
3,61,2,16.761547759651584,0.11932072316223696,0.9999991312650771,0.001092896174863388,1.0
58,14,0,0.8334977301247508,0.0,1.0,0.0,1.0
94,15,0,0.9617281501439433,0.0,1.0,0.0,1.0
80,13,0,0.7144266258212151,0.0,1.0,0.0,1.0
74,12,0,0.6045148372333358,0.0,1.0,0.0,1.0
96,11,0,0.5037623643611132,0.0,1.0,0.0,1.0
99,13,0,0.7144266258212151,0.0,1.0,0.0,1.0
97,12,0,0.6045148372333358,0.0,1.0,0.0,1.0
102,11,0,0.5037623643611132,0.0,1.0,0.0,1.0
103,10,0,0.41216920720454714,0.0,1.0,0.0,1.0
