Regulator	Target	Score	Overall_rank
ZNF548	91	0.30875407215139383	842
HLF	92	1.9858077972883608	111
HES5	92	0.9061420843100985	279
KCNIP3	92	0.8011370895477609	326
POU6F2	92	0.7500293681586604	352
HOXD3	92	0.5727054960555644	472
ZSCAN31	92	0.5523925953085053	494
TEF	92	0.28574226569620204	908
MYRF	93	7.251141497005032	11
STAT2	93	0.886377346579867	283
CIC	93	0.4812254631589267	561
ZNF536	93	0.44893359893137685	598
SOX10	93	0.2811455262174735	921
ZNF248	94	1.6062107551106295	151
ZNF37A	94	0.7602559096029781	345
SOX9	94	0.7312244786154402	359
ETV7	94	0.6765649920848441	391
EBF4	94	0.5876152831602777	459
ETV5	94	0.5674022531099375	477
POU3F2	94	0.502248571667817	542
ZNF572	94	0.47227356233767864	573
ZNF25	94	0.40613475634312246	644
ZNF333	94	0.3383460864387693	773
NPAS3	94	0.33774599065964794	774
ZNF133	94	0.32910859174152196	793
TGIF2	94	0.3155221821598771	824
HEYL	94	0.2744436577183777	940
ZBTB11	95	0.9906533215727732	258
ZNF75A	95	0.6378998521087123	417
ZSCAN12	95	0.6059845911993352	443
ZNF354C	95	0.6056470645610422	444
ZNF610	95	0.4453038983298236	604
ZNF221	95	0.4033733134205352	647
ZNF382	95	0.39443775507693196	663
ZNF560	95	0.2745075749642778	939
FOXC1	96	1.5487370939295786	158
TBX18	96	1.4986871303268914	162
HIC1	96	1.246902281546575	205
FOXP1	96	0.9258431226941317	273
