task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	79/c72ea5	254416	PREPROCESSING_TFA (Preprocessing and TFA analysis)	CACHED	0	2026-01-07 14:33:44.328	3m 15s	3m 15s	563.0%	2.5 GB	5.1 GB	65.1 MB	67.7 MB
2	65/7217d9	469548	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-01-07 17:11:59.883	390ms	5ms	57.1%	0	0	68.9 KB	6.5 KB
7	09/e88ffe	469754	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-01-07 17:12:00.305	13m 13s	13m 13s	100.7%	1 GB	11.4 GB	3.6 MB	68.6 KB
9	97/3cebd3	469823	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-01-07 17:12:00.330	13m 14s	13m 14s	100.4%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
3	65/e8373b	469786	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-01-07 17:12:00.316	13m 18s	13m 18s	100.8%	952.1 MB	11.4 GB	3.6 MB	68.3 KB
11	6f/cc4d7b	469712	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-01-07 17:12:00.287	13m 28s	13m 28s	100.5%	1.1 GB	11.4 GB	3.6 MB	68.5 KB
13	22/e14b8f	469904	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-01-07 17:12:00.357	13m 30s	13m 29s	100.9%	945.2 MB	11.4 GB	3.6 MB	68.4 KB
5	87/ffdde6	469988	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-01-07 17:12:00.383	13m 39s	13m 39s	100.9%	941.4 MB	11.4 GB	3.6 MB	68.4 KB
10	79/2d95e3	469853	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-01-07 17:12:00.344	13m 51s	13m 50s	100.7%	1010 MB	11.4 GB	3.6 MB	68.6 KB
8	bb/4dd37c	469730	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-01-07 17:12:00.297	13m 51s	13m 51s	100.9%	953.7 MB	11.4 GB	3.6 MB	68.6 KB
4	83/28c794	565152	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-01-07 17:25:18.348	12m 57s	12m 57s	100.6%	1 GB	11.4 GB	3.6 MB	68.4 KB
21	e8/0b340b	567598	CLUSTERING (CLUSTERING 19)	COMPLETED	0	2026-01-07 17:25:28.275	13m 2s	13m 2s	100.8%	899 MB	11.4 GB	3.6 MB	68.3 KB
14	42/e8ce98	568335	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-01-07 17:25:29.991	13m 7s	13m 6s	100.9%	873.9 MB	11.4 GB	3.6 MB	68.3 KB
6	ff/054238	563721	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-01-07 17:25:13.425	13m 31s	13m 31s	100.9%	983.9 MB	11.4 GB	3.6 MB	68.4 KB
