task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	91/12efa0	525025	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-04-30 14:38:15.968	998ms	3ms	0.0%	0	0	122.9 KB	5.6 KB
1	64/cd8ef6	525019	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-04-30 14:38:15.956	54.2s	53.2s	79.0%	1.2 GB	2.2 GB	50.6 MB	10.7 MB
6	3f/58ea2d	526971	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-04-30 14:39:10.303	14m 20s	14m 19s	100.9%	949.3 MB	12.5 GB	5.1 MB	37.4 KB
5	76/ff997e	526978	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-04-30 14:39:10.309	14m 20s	14m 19s	101.0%	945.2 MB	12.4 GB	5.1 MB	37.6 KB
4	25/86a287	526965	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-04-30 14:39:10.299	14m 24s	14m 23s	101.1%	832.1 MB	12.1 GB	5.1 MB	37.4 KB
3	65/979987	526959	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-04-30 14:39:10.282	15m	14m 59s	101.0%	935.3 MB	12.1 GB	5.1 MB	37.7 KB
7	b1/37dd07	526985	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-04-30 14:39:10.314	15m 26s	15m 25s	101.0%	984.1 MB	12.3 GB	5.1 MB	37.7 KB
8	52/3b39a7	594839	POST_CLUSTERING (LemonTree post-clustering analysis)	COMPLETED	0	2026-04-30 14:54:36.658	17m 15s	17m 14s	101.3%	740.8 MB	12.1 GB	15.5 MB	12.5 MB
9	44/ada7a6	627400	NETWORK_GENERATION (Network generation and filtering)	COMPLETED	0	2026-04-30 15:11:51.392	13.6s	12.7s	195.7%	510.6 MB	2.1 GB	89.8 MB	9.9 MB
11	d2/4055ca	628460	PKN_EVALUATION (PKN evaluation)	COMPLETED	0	2026-04-30 15:12:05.052	1m 40s	1m 39s	101.2%	620.1 MB	2.2 GB	147.7 MB	245.2 KB
12	d1/57bf13	633867	MODULE_VIEWER_HEATMAPS (Module viewer heatmaps)	COMPLETED	0	2026-04-30 15:13:44.756	4m 11s	4m 10s	117.5%	2.4 GB	4 GB	5 GB	4.2 GB
10	f2/074eaf	628454	SUBNETWORK_GRAPHS (Creating subnetwork visualization graphs)	COMPLETED	0	2026-04-30 15:12:05.048	10m 3s	10m 2s	99.5%	791.6 MB	1.9 GB	941.1 MB	8.7 MB
13	b1/06a7af	633872	ENRICHMENT_ANALYSIS (Pathway enrichment analysis)	COMPLETED	0	2026-04-30 15:13:44.764	17m 10s	17m 9s	7.3%	770.6 MB	1.6 GB	69.1 MB	721.4 KB
14	60/93a623	673443	MODULE_OVERVIEW_INTERACTIVE (Interactive module overview)	COMPLETED	0	2026-04-30 15:30:55.130	43m 54s	43m 53s	750.8%	11.6 GB	71.2 GB	271.3 GB	5.2 GB
