task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c8/89cf41	252635	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-03-05 13:23:33.311	2m 20s	2m 20s	757.4%	1.9 GB	3.9 GB	51.2 MB	10.9 MB
2	3b/a3e142	257461	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-03-05 13:25:53.717	346ms	19ms	63.2%	0	0	69.3 KB	6.9 KB
4	8f/bbd234	257962	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-03-05 13:25:54.227	17m 30s	17m 29s	97.2%	1.1 GB	11.4 GB	3.6 MB	68.5 KB
14	11/014448	257862	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-03-05 13:25:54.173	17m 53s	17m 52s	97.2%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
6	ea/acd5dc	257752	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-03-05 13:25:54.130	18m 1s	18m	97.1%	1 GB	11.4 GB	3.6 MB	68.7 KB
11	8f/4021a7	257794	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-03-05 13:25:54.146	18m 6s	18m 5s	97.2%	972 MB	11.4 GB	3.6 MB	68.6 KB
5	e2/ef268a	257634	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-03-05 13:25:54.084	18m 13s	18m 12s	97.3%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
12	50/ea223d	257920	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-03-05 13:25:54.190	18m 33s	18m 32s	97.2%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
7	bd/8640cc	257685	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-03-05 13:25:54.103	18m 34s	18m 33s	97.2%	947.5 MB	11.4 GB	3.6 MB	68.5 KB
13	bb/4e0fd1	257706	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-03-05 13:25:54.116	18m 57s	18m 57s	97.1%	1.1 GB	11.4 GB	3.6 MB	68.8 KB
10	38/944b20	257618	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-03-05 13:25:54.075	19m 1s	19m	97.2%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
3	5c/e42fae	257654	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-03-05 13:25:54.093	19m 25s	19m 25s	97.1%	939.1 MB	11.4 GB	3.6 MB	68.7 KB
