task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	de/92b447	1372649	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-02-10 22:00:18.758	2m 55s	2m 55s	577.7%	2.4 GB	5.2 GB	64.9 MB	67.7 MB
1	79/f7e47a	1378972	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-02-10 22:03:13.510	283ms	7ms	27.9%	0	0	69.2 KB	6.8 KB
10	07/cb5400	1379132	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-02-10 22:03:13.818	15m 35s	15m 34s	99.6%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
8	75/092425	1379460	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-02-10 22:03:13.926	15m 36s	15m 36s	99.4%	1.1 GB	11.4 GB	3.6 MB	68.3 KB
9	f3/cb07de	1379172	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-02-10 22:03:13.833	15m 55s	15m 55s	99.4%	1.1 GB	11.4 GB	3.6 MB	68.5 KB
3	54/5dffd3	1379149	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-02-10 22:03:13.825	15m 56s	15m 56s	99.3%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
4	d3/fe7f20	1379260	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-02-10 22:03:13.864	16m 4s	16m 4s	99.3%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
12	00/9b6767	1379364	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-02-10 22:03:13.896	16m 8s	16m 8s	99.3%	1.1 GB	11.4 GB	3.6 MB	68.3 KB
7	ec/d3d07f	1379203	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-02-10 22:03:13.844	16m 9s	16m 9s	99.3%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
6	66/521bb7	1379302	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-02-10 22:03:13.878	16m 14s	16m 14s	99.3%	991.8 MB	11.4 GB	3.6 MB	68.3 KB
11	04/8f694c	1379389	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-02-10 22:03:13.909	16m 23s	16m 22s	99.3%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
5	48/26ea57	1379228	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-02-10 22:03:13.853	16m 28s	16m 28s	99.2%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
14	80/2556cf	1498022	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-02-10 22:18:50.438	16m 8s	16m 7s	99.5%	1.1 GB	11.4 GB	3.6 MB	68.5 KB
16	e1/88efa6	1501651	CLUSTERING (CLUSTERING 14)	COMPLETED	0	2026-02-10 22:19:10.114	16m 3s	16m 2s	99.6%	947 MB	11.4 GB	3.6 MB	68.3 KB
17	8e/28f614	1506472	CLUSTERING (CLUSTERING 15)	COMPLETED	0	2026-02-10 22:19:22.366	16m 6s	16m 5s	99.5%	1 GB	11.4 GB	3.6 MB	68.2 KB
13	53/a428ec	1497409	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-02-10 22:18:48.587	16m 40s	16m 40s	99.5%	1009.4 MB	11.4 GB	3.6 MB	68.5 KB
18	c9/59eac6	1504389	CLUSTERING (CLUSTERING 16)	COMPLETED	0	2026-02-10 22:19:17.859	16m 13s	16m 12s	99.5%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
20	67/a21f10	1506827	CLUSTERING (CLUSTERING 18)	COMPLETED	0	2026-02-10 22:19:23.110	16m 12s	16m 12s	99.5%	1 GB	11.4 GB	3.6 MB	68.4 KB
21	72/379f5e	1512094	CLUSTERING (CLUSTERING 19)	COMPLETED	0	2026-02-10 22:19:36.760	16m 3s	16m 2s	99.5%	1 GB	11.4 GB	3.6 MB	68.3 KB
15	06/fbde4a	1501340	CLUSTERING (CLUSTERING 13)	COMPLETED	0	2026-02-10 22:19:09.002	16m 37s	16m 36s	99.5%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
22	66/f5660a	1513941	CLUSTERING (CLUSTERING 20)	COMPLETED	0	2026-02-10 22:19:41.860	16m 10s	16m 10s	99.5%	1 GB	11.4 GB	3.6 MB	68.4 KB
19	fb/94987d	1508811	CLUSTERING (CLUSTERING 17)	COMPLETED	0	2026-02-10 22:19:27.804	16m 27s	16m 27s	99.5%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
23	00/ad9fd5	1622490	CLUSTERING (CLUSTERING 21)	COMPLETED	0	2026-02-10 22:34:58.205	15m 56s	15m 55s	99.5%	1.1 GB	11.4 GB	3.6 MB	68.3 KB
30	f0/217c64	1635049	CLUSTERING (CLUSTERING 28)	COMPLETED	0	2026-02-10 22:35:45.846	15m 29s	15m 29s	99.6%	1.1 GB	11.4 GB	3.6 MB	68.3 KB
24	4c/a9ccce	1627414	CLUSTERING (CLUSTERING 22)	COMPLETED	0	2026-02-10 22:35:27.916	15m 57s	15m 57s	99.5%	1004.2 MB	11.4 GB	3.6 MB	68.5 KB
