task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	df/bf5bc1	375989	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-04-30 13:02:36.377	1.1s	3ms	100.0%	0	0	122.9 KB	5.6 KB
1	6d/571901	375983	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-04-30 13:02:36.347	53.2s	52.2s	85.1%	1.2 GB	2.2 GB	50.6 MB	10.7 MB
5	28/dda9b3	377897	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-04-30 13:03:29.763	25m 52s	25m 50s	86.5%	1.3 GB	12.3 GB	5.1 MB	37.5 KB
4	7d/0d6583	377883	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-04-30 13:03:29.741	26m 12s	26m 11s	86.4%	880.2 MB	12.2 GB	5.1 MB	37.8 KB
6	d3/567c09	377869	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-04-30 13:03:29.714	26m 22s	26m 21s	86.9%	1.1 GB	12.2 GB	5.1 MB	37.6 KB
3	19/989dec	377890	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-04-30 13:03:29.753	26m 41s	26m 40s	86.9%	874.2 MB	12.3 GB	5.1 MB	37.6 KB
7	3c/4513f0	377877	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-04-30 13:03:29.728	26m 56s	26m 54s	86.7%	962.6 MB	12.1 GB	5.1 MB	37.8 KB
8	dc/1032c9	456983	POST_CLUSTERING (LemonTree post-clustering analysis)	COMPLETED	0	2026-04-30 13:30:25.392	33m 13s	33m 10s	95.2%	575.8 MB	12.1 GB	15.5 MB	13.9 MB
9	55/979439	493165	NETWORK_GENERATION (Network generation and filtering)	COMPLETED	0	2026-04-30 14:03:38.295	30.7s	28.5s	303.3%	514.3 MB	2.1 GB	91.7 MB	10.2 MB
11	bd/bb786f	494442	PKN_EVALUATION (PKN evaluation)	COMPLETED	0	2026-04-30 14:04:09.049	2m 38s	2m 36s	95.9%	614.1 MB	2.2 GB	147.7 MB	187.6 KB
10	e6/e7e440	494436	SUBNETWORK_GRAPHS (Creating subnetwork visualization graphs)	ABORTED	-	2026-04-30 14:04:09.039	-	-	-	-	-	-	-
