task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	33/448f6a	4067553	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-02-07 13:13:24.074	2m 24s	2m 24s	523.3%	1.9 GB	3.5 GB	51.1 MB	10.9 MB
2	89/0b4a64	4069935	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-02-07 13:15:48.409	350ms	21ms	12.8%	0	0	84.5 KB	7.1 KB
12	51/8facbc	4070166	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-02-07 13:15:48.854	11m 40s	11m 39s	96.7%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
16	21/b6a46e	4070263	CLUSTERING (CLUSTERING 14)	COMPLETED	0	2026-02-07 13:15:48.890	11m 40s	11m 39s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.2 KB
5	73/fa201b	4070207	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-02-07 13:15:48.868	11m 51s	11m 51s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
3	99/ab737b	4070117	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-02-07 13:15:48.832	11m 54s	11m 53s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
9	00/4a0fc9	4070361	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-02-07 13:15:48.930	11m 56s	11m 56s	97.2%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
8	ee/575143	4070240	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-02-07 13:15:48.880	12m 10s	12m 9s	96.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
4	d6/347201	4070091	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-02-07 13:15:48.793	12m 22s	12m 22s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
11	30/fb60b3	4070108	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-02-07 13:15:48.820	12m 24s	12m 23s	96.8%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
6	3e/9e14a4	4070098	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-02-07 13:15:48.807	12m 25s	12m 24s	96.6%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
10	83/d6d443	4070151	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-02-07 13:15:48.841	12m 34s	12m 34s	96.6%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
7	1d/a3f2eb	4171712	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-02-07 13:27:28.468	11m 38s	11m 37s	97.2%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
20	51/ce5acc	4171888	CLUSTERING (CLUSTERING 18)	COMPLETED	0	2026-02-07 13:27:28.688	11m 51s	11m 51s	96.9%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
25	79/fc71af	4180186	CLUSTERING (CLUSTERING 23)	COMPLETED	0	2026-02-07 13:28:12.369	11m 8s	11m 7s	97.3%	1.4 GB	34.4 GB	3.6 MB	68 KB
22	5e/bd280a	4179760	CLUSTERING (CLUSTERING 20)	COMPLETED	0	2026-02-07 13:28:11.019	11m 9s	11m 9s	97.3%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
15	4a/3ae7df	4174243	CLUSTERING (CLUSTERING 13)	COMPLETED	0	2026-02-07 13:27:42.671	11m 46s	11m 46s	96.7%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
18	d7/6d20a7	4174882	CLUSTERING (CLUSTERING 16)	COMPLETED	0	2026-02-07 13:27:45.036	11m 54s	11m 53s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
17	cf/af34c5	4177587	CLUSTERING (CLUSTERING 15)	COMPLETED	0	2026-02-07 13:27:58.484	11m 48s	11m 47s	97.1%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
13	aa/fc0261	4173673	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-02-07 13:27:40.041	12m 10s	12m 10s	96.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
19	4d/4ba28d	4183098	CLUSTERING (CLUSTERING 17)	COMPLETED	0	2026-02-07 13:28:22.814	11m 44s	11m 44s	96.9%	1.8 GB	34.4 GB	3.6 MB	68.6 KB
14	58/752ac7	4180579	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-02-07 13:28:13.635	12m 11s	12m 10s	96.5%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
26	a7/f5dad9	81476	CLUSTERING (CLUSTERING 24)	COMPLETED	0	2026-02-07 13:39:20.045	11m 34s	11m 33s	96.9%	1.4 GB	34.4 GB	3.6 MB	68.2 KB
21	08/153ca8	80292	CLUSTERING (CLUSTERING 19)	COMPLETED	0	2026-02-07 13:39:06.246	11m 55s	11m 54s	97.5%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
23	93/badc1d	81395	CLUSTERING (CLUSTERING 21)	COMPLETED	0	2026-02-07 13:39:19.934	11m 48s	11m 48s	97.1%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
27	10/bc2193	81538	CLUSTERING (CLUSTERING 25)	COMPLETED	0	2026-02-07 13:39:20.129	11m 51s	11m 51s	97.4%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
24	7c/74f10c	83874	CLUSTERING (CLUSTERING 22)	COMPLETED	0	2026-02-07 13:39:28.818	11m 49s	11m 49s	96.6%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
28	7d/055189	86057	CLUSTERING (CLUSTERING 26)	COMPLETED	0	2026-02-07 13:39:38.822	11m 48s	11m 48s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
30	42/c06022	87429	CLUSTERING (CLUSTERING 28)	COMPLETED	0	2026-02-07 13:39:46.070	11m 56s	11m 56s	96.9%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
32	0f/28dfe0	88346	CLUSTERING (CLUSTERING 30)	COMPLETED	0	2026-02-07 13:39:49.893	12m 6s	12m 6s	97.2%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
29	98/9e3a0f	94963	CLUSTERING (CLUSTERING 27)	COMPLETED	0	2026-02-07 13:40:24.628	11m 35s	11m 35s	97.2%	1.8 GB	34.4 GB	3.6 MB	68.7 KB
31	c5/9776d9	91864	CLUSTERING (CLUSTERING 29)	COMPLETED	0	2026-02-07 13:40:06.955	12m 10s	12m 10s	96.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
33	39/c1eaef	181581	CLUSTERING (CLUSTERING 31)	COMPLETED	0	2026-02-07 13:50:53.618	11m 37s	11m 36s	97.3%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
36	75/82f9c0	184321	CLUSTERING (CLUSTERING 34)	COMPLETED	0	2026-02-07 13:51:11.335	11m 46s	11m 45s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
34	4c/15b0bf	182393	CLUSTERING (CLUSTERING 32)	COMPLETED	0	2026-02-07 13:51:00.775	11m 58s	11m 58s	96.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
38	37/49c907	187459	CLUSTERING (CLUSTERING 36)	COMPLETED	0	2026-02-07 13:51:27.189	11m 39s	11m 39s	96.9%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
37	65/d93dd6	185553	CLUSTERING (CLUSTERING 35)	COMPLETED	0	2026-02-07 13:51:17.775	11m 51s	11m 51s	96.8%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
35	7a/e5d868	183637	CLUSTERING (CLUSTERING 33)	COMPLETED	0	2026-02-07 13:51:07.926	12m 6s	12m 5s	97.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
39	f3/1d9083	192219	CLUSTERING (CLUSTERING 37)	COMPLETED	0	2026-02-07 13:51:56.288	11m 42s	11m 42s	96.8%	1.4 GB	34.4 GB	3.6 MB	68.2 KB
43	eb/229698	193169	CLUSTERING (CLUSTERING 41)	COMPLETED	0	2026-02-07 13:51:59.537	11m 48s	11m 47s	97.2%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
40	fe/6b094e	190073	CLUSTERING (CLUSTERING 38)	COMPLETED	0	2026-02-07 13:51:42.442	12m 15s	12m 15s	97.1%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
41	44/fbb63a	196641	CLUSTERING (CLUSTERING 39)	COMPLETED	0	2026-02-07 13:52:17.372	11m 47s	11m 46s	97.1%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
42	2f/8cba90	282302	CLUSTERING (CLUSTERING 40)	COMPLETED	0	2026-02-07 14:02:30.213	11m 38s	11m 37s	96.9%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
