task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	a0/76e0ac	5849	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-03-05 17:06:33.767	2m 9s	2m 9s	768.5%	1.9 GB	3.9 GB	51.2 MB	10.9 MB
1	2d/abe010	9496	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-03-05 17:08:43.093	250ms	9ms	34.3%	0	0	69.1 KB	6.9 KB
5	1a/2987c1	9722	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-03-05 17:08:43.449	17m 17s	17m 17s	97.8%	1.1 GB	11.4 GB	3.6 MB	68.1 KB
3	97/e0dccf	9944	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-03-05 17:08:43.524	17m 38s	17m 38s	97.9%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
11	ee/936d3e	9667	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-03-05 17:08:43.419	18m 9s	18m 8s	97.7%	1.1 GB	11.4 GB	3.6 MB	68.4 KB
6	b4/053b33	9897	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-03-05 17:08:43.506	18m 13s	18m 13s	97.9%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
4	62/fd9b58	9747	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-03-05 17:08:43.460	18m 14s	18m 13s	97.9%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
14	0e/7869ff	9827	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-03-05 17:08:43.486	18m 14s	18m 14s	98.0%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
9	98/c57237	9983	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-03-05 17:08:43.535	18m 14s	18m 14s	98.0%	1.1 GB	11.4 GB	3.6 MB	68.5 KB
10	96/ed7e7a	9694	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-03-05 17:08:43.433	18m 18s	18m 18s	98.0%	1.1 GB	11.4 GB	3.6 MB	68.6 KB
7	19/9cb576	9789	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-03-05 17:08:43.470	18m 27s	18m 27s	97.9%	1.1 GB	11.4 GB	3.6 MB	68.8 KB
13	3c/ab6184	9654	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-03-05 17:08:43.395	18m 41s	18m 41s	97.8%	902.9 MB	11.4 GB	3.6 MB	68.4 KB
12	15/a1e531	127841	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-03-05 17:26:00.603	18m 30s	18m 30s	98.3%	1 GB	11.4 GB	3.6 MB	68.6 KB
8	67/c75627	130624	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-03-05 17:26:21.687	18m 11s	18m 10s	98.2%	1.1 GB	11.4 GB	3.6 MB	68.3 KB
20	41/b11c05	137684	CLUSTERING (CLUSTERING 18)	COMPLETED	0	2026-03-05 17:27:01.836	17m 52s	17m 51s	98.4%	996.4 MB	11.4 GB	3.6 MB	68.3 KB
18	49/a18a0a	135675	CLUSTERING (CLUSTERING 16)	COMPLETED	0	2026-03-05 17:26:57.694	18m 6s	18m 6s	98.4%	941.9 MB	11.4 GB	3.6 MB	68.5 KB
15	28/afcddf	134196	CLUSTERING (CLUSTERING 13)	COMPLETED	0	2026-03-05 17:26:52.200	18m 14s	18m 13s	98.3%	988.4 MB	11.4 GB	3.6 MB	68.6 KB
16	b9/340491	135280	CLUSTERING (CLUSTERING 14)	COMPLETED	0	2026-03-05 17:26:56.728	18m 19s	18m 18s	98.3%	910.6 MB	11.4 GB	3.6 MB	68.4 KB
21	e9/4b8e14	141635	CLUSTERING (CLUSTERING 19)	COMPLETED	0	2026-03-05 17:27:10.812	18m 22s	18m 21s	98.4%	966.3 MB	11.4 GB	3.6 MB	68.3 KB
19	96/4e1a9b	135691	CLUSTERING (CLUSTERING 17)	COMPLETED	0	2026-03-05 17:26:57.724	18m 51s	18m 51s	98.3%	996.2 MB	11.4 GB	3.6 MB	68.4 KB
23	ec/49cd0b	146066	CLUSTERING (CLUSTERING 21)	COMPLETED	0	2026-03-05 17:27:24.266	18m 55s	18m 54s	98.4%	1023.7 MB	11.4 GB	3.6 MB	68.5 KB
17	6d/b9f3dc	135419	CLUSTERING (CLUSTERING 15)	COMPLETED	0	2026-03-05 17:26:57.274	19m 22s	19m 22s	98.2%	1.1 GB	11.4 GB	3.6 MB	68.7 KB
24	90/dada89	254100	CLUSTERING (CLUSTERING 22)	COMPLETED	0	2026-03-05 17:44:30.893	17m 45s	17m 44s	98.4%	1 GB	11.4 GB	3.6 MB	68.4 KB
27	32/59075d	260852	CLUSTERING (CLUSTERING 25)	COMPLETED	0	2026-03-05 17:45:06.149	17m 19s	17m 19s	98.4%	1 GB	11.4 GB	3.6 MB	68.2 KB
22	c8/7f0015	254649	CLUSTERING (CLUSTERING 20)	COMPLETED	0	2026-03-05 17:44:33.076	18m 3s	18m 2s	98.4%	943 MB	11.4 GB	3.6 MB	68.5 KB
25	fd/5460b2	257811	CLUSTERING (CLUSTERING 23)	COMPLETED	0	2026-03-05 17:44:53.854	17m 59s	17m 59s	98.4%	1 GB	11.4 GB	3.6 MB	68.5 KB
26	a5/b74886	260108	CLUSTERING (CLUSTERING 24)	COMPLETED	0	2026-03-05 17:45:03.941	18m 34s	18m 34s	98.5%	893.9 MB	11.4 GB	3.6 MB	68.6 KB
31	fd/25354a	276892	CLUSTERING (CLUSTERING 29)	COMPLETED	0	2026-03-05 17:46:19.071	17m 34s	17m 33s	98.6%	1023.8 MB	11.4 GB	3.6 MB	68.4 KB
29	5d/3bd098	267391	CLUSTERING (CLUSTERING 27)	COMPLETED	0	2026-03-05 17:45:32.383	18m 34s	18m 34s	98.4%	1016.1 MB	11.4 GB	3.6 MB	68.3 KB
28	09/653ab3	263463	CLUSTERING (CLUSTERING 26)	COMPLETED	0	2026-03-05 17:45:15.343	18m 53s	18m 53s	98.4%	1000.4 MB	11.4 GB	3.6 MB	68.5 KB
