task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	70/8757e7	3972607	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-02-07 02:00:07.792	3m 16s	3m 14s	448.8%	1.9 GB	3.5 GB	51.1 MB	10.9 MB
1	67/2a6775	3975632	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-02-07 02:03:24.042	369ms	12ms	48.9%	0	0	84.5 KB	7.1 KB
8	a6/5ec97e	3975821	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-02-07 02:03:24.512	11m 44s	11m 43s	95.6%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
6	8e/09ac40	3975790	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-02-07 02:03:24.458	12m 23s	12m 22s	94.1%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
12	89/6571a6	3976003	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-02-07 02:03:24.591	12m 28s	12m 27s	94.9%	1.8 GB	34.4 GB	3.6 MB	68.7 KB
10	7e/6194bb	3975948	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-02-07 02:03:24.569	12m 38s	12m 38s	94.4%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
4	eb/d9b430	3975878	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-02-07 02:03:24.541	12m 44s	12m 43s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
5	d5/ae839c	3975848	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-02-07 02:03:24.526	12m 53s	12m 52s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
9	c2/4f45d5	3975911	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-02-07 02:03:24.555	12m 59s	12m 59s	95.0%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
11	b9/bbccf9	3976119	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-02-07 02:03:24.641	13m 3s	13m 3s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
7	93/5b5692	3975793	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-02-07 02:03:24.475	13m 9s	13m 9s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
3	ae/7972c1	3975807	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-02-07 02:03:24.499	13m 12s	13m 12s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
13	58/b31da6	4077593	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-02-07 02:15:08.237	12m 33s	12m 33s	95.8%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
18	10/1e506b	4079922	CLUSTERING (CLUSTERING 16)	COMPLETED	0	2026-02-07 02:15:47.340	12m 20s	12m 20s	95.4%	2 GB	34.4 GB	3.6 MB	68.4 KB
17	46/5f5378	4083168	CLUSTERING (CLUSTERING 15)	COMPLETED	0	2026-02-07 02:16:08.180	12m 20s	12m 20s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
23	d7/7eb1a3	4087319	CLUSTERING (CLUSTERING 21)	COMPLETED	0	2026-02-07 02:16:27.937	12m 5s	12m 4s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
14	9e/9634a2	4080550	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-02-07 02:15:52.444	12m 43s	12m 42s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
16	cb/52826c	4084756	CLUSTERING (CLUSTERING 14)	COMPLETED	0	2026-02-07 02:16:17.585	12m 20s	12m 19s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
19	a3/8f259b	4086178	CLUSTERING (CLUSTERING 17)	COMPLETED	0	2026-02-07 02:16:23.578	12m 21s	12m 21s	94.5%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
15	be/73a2f8	4082221	CLUSTERING (CLUSTERING 13)	COMPLETED	0	2026-02-07 02:16:02.704	12m 44s	12m 43s	95.0%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
20	05/47d552	4089813	CLUSTERING (CLUSTERING 18)	COMPLETED	0	2026-02-07 02:16:36.708	12m 22s	12m 21s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
21	00/6c938c	4088881	CLUSTERING (CLUSTERING 19)	COMPLETED	0	2026-02-07 02:16:33.792	12m 53s	12m 52s	95.0%	1.8 GB	34.4 GB	3.6 MB	68.4 KB
30	d2/6d13bb	4180897	CLUSTERING (CLUSTERING 28)	COMPLETED	0	2026-02-07 02:27:41.386	12m 18s	12m 17s	94.8%	1.8 GB	34.4 GB	3.6 MB	68.4 KB
26	bb/7fad9f	4182495	CLUSTERING (CLUSTERING 24)	COMPLETED	0	2026-02-07 02:28:07.661	12m 30s	12m 30s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
27	9f/161eae	4185682	CLUSTERING (CLUSTERING 25)	COMPLETED	0	2026-02-07 02:28:35.400	12m 10s	12m 9s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
28	63/17ab90	4184471	CLUSTERING (CLUSTERING 26)	COMPLETED	0	2026-02-07 02:28:28.435	12m 29s	12m 29s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
22	c9/b67275	4188443	CLUSTERING (CLUSTERING 20)	COMPLETED	0	2026-02-07 02:28:45.085	12m 20s	12m 20s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
31	b7/ea8c2e	4189093	CLUSTERING (CLUSTERING 29)	COMPLETED	0	2026-02-07 02:28:46.697	12m 20s	12m 19s	95.8%	1.8 GB	34.4 GB	3.6 MB	68.4 KB
36	e0/07f7aa	4191867	CLUSTERING (CLUSTERING 34)	COMPLETED	0	2026-02-07 02:28:58.687	12m 31s	12m 31s	95.4%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
29	00/33cadd	4185075	CLUSTERING (CLUSTERING 27)	COMPLETED	0	2026-02-07 02:28:32.727	12m 57s	12m 57s	95.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
24	e3/d62477	4186171	CLUSTERING (CLUSTERING 22)	COMPLETED	0	2026-02-07 02:28:37.211	13m	12m 59s	94.5%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
32	d4/62783e	3157	CLUSTERING (CLUSTERING 30)	COMPLETED	0	2026-02-07 02:29:26.532	13m 1s	13m 1s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
25	5f/40e4be	90280	CLUSTERING (CLUSTERING 23)	COMPLETED	0	2026-02-07 02:39:58.968	12m 41s	12m 41s	94.4%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
33	d2/0f6535	93572	CLUSTERING (CLUSTERING 31)	COMPLETED	0	2026-02-07 02:40:45.199	12m 17s	12m 17s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
37	71/330257	92802	CLUSTERING (CLUSTERING 35)	COMPLETED	0	2026-02-07 02:40:37.571	12m 32s	12m 31s	94.9%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
38	e5/5ba52b	96806	CLUSTERING (CLUSTERING 36)	COMPLETED	0	2026-02-07 02:41:06.517	12m 14s	12m 13s	95.3%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
34	36/fc3c87	96463	CLUSTERING (CLUSTERING 32)	COMPLETED	0	2026-02-07 02:41:05.053	12m 32s	12m 32s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
35	9f/5f5665	95110	CLUSTERING (CLUSTERING 33)	COMPLETED	0	2026-02-07 02:40:57.717	12m 45s	12m 44s	95.2%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
41	a2/9e7f92	102411	CLUSTERING (CLUSTERING 39)	COMPLETED	0	2026-02-07 02:41:37.031	12m 41s	12m 41s	95.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
39	50/417f8e	100716	CLUSTERING (CLUSTERING 37)	COMPLETED	0	2026-02-07 02:41:30.012	12m 52s	12m 51s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
40	ab/a49d09	100674	CLUSTERING (CLUSTERING 38)	COMPLETED	0	2026-02-07 02:41:29.926	13m 5s	13m 4s	94.5%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
42	69/a0e0a8	110621	CLUSTERING (CLUSTERING 40)	COMPLETED	0	2026-02-07 02:42:27.564	12m 7s	12m 6s	95.5%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
43	d9/6822ae	193989	CLUSTERING (CLUSTERING 41)	COMPLETED	0	2026-02-07 02:52:40.356	12m 23s	12m 22s	95.5%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
45	43/e3324e	195663	CLUSTERING (CLUSTERING 43)	COMPLETED	0	2026-02-07 02:53:02.413	12m 14s	12m 14s	94.9%	1.8 GB	34.4 GB	3.6 MB	68.3 KB
46	c8/d9fa96	196404	CLUSTERING (CLUSTERING 44)	COMPLETED	0	2026-02-07 02:53:09.494	12m 38s	12m 38s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
47	fb/65a723	198116	CLUSTERING (CLUSTERING 45)	COMPLETED	0	2026-02-07 02:53:20.813	12m 31s	12m 31s	94.6%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
49	00/3eb997	200991	CLUSTERING (CLUSTERING 47)	COMPLETED	0	2026-02-07 02:53:42.263	12m 20s	12m 19s	95.6%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
44	f9/98b77a	200199	CLUSTERING (CLUSTERING 42)	COMPLETED	0	2026-02-07 02:53:37.133	12m 36s	12m 35s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
51	72/ca5b98	209202	CLUSTERING (CLUSTERING 49)	COMPLETED	0	2026-02-07 02:54:34.940	11m 56s	11m 56s	95.2%	1.4 GB	34.4 GB	3.6 MB	68.3 KB
52	a9/b5f80e	208958	CLUSTERING (CLUSTERING 50)	COMPLETED	0	2026-02-07 02:54:34.462	12m 29s	12m 28s	95.5%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
48	ef/b65a9d	205711	CLUSTERING (CLUSTERING 46)	COMPLETED	0	2026-02-07 02:54:18.471	12m 45s	12m 44s	95.3%	1.8 GB	34.4 GB	3.6 MB	68.5 KB
50	ae/0fd7f9	206441	CLUSTERING (CLUSTERING 48)	COMPLETED	0	2026-02-07 02:54:21.721	13m 4s	12m 54s	95.1%	1.8 GB	34.4 GB	3.6 MB	68.5 KB
53	fd/4e3c96	296216	CLUSTERING (CLUSTERING 51)	COMPLETED	0	2026-02-07 03:05:03.494	12m 10s	12m 9s	95.3%	1.8 GB	34.4 GB	3.6 MB	68.4 KB
63	06/803342	304145	CLUSTERING (CLUSTERING 61)	COMPLETED	0	2026-02-07 03:06:13.322	11m 56s	11m 55s	95.2%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
56	12/5eaba3	300043	CLUSTERING (CLUSTERING 54)	COMPLETED	0	2026-02-07 03:05:47.854	12m 25s	12m 25s	96.1%	1.8 GB	34.4 GB	3.6 MB	68.4 KB
54	24/dd0675	297489	CLUSTERING (CLUSTERING 52)	COMPLETED	0	2026-02-07 03:05:16.593	13m 7s	13m 6s	94.0%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
58	88/e4299c	302308	CLUSTERING (CLUSTERING 56)	COMPLETED	0	2026-02-07 03:06:01.800	12m 29s	12m 29s	95.5%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
57	90/175427	300564	CLUSTERING (CLUSTERING 55)	COMPLETED	0	2026-02-07 03:05:52.214	12m 53s	12m 52s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
64	5d/134a36	306847	CLUSTERING (CLUSTERING 62)	COMPLETED	0	2026-02-07 03:06:31.101	12m 46s	12m 46s	95.4%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
55	b2/721ef6	311216	CLUSTERING (CLUSTERING 53)	COMPLETED	0	2026-02-07 03:07:03.017	12m 32s	12m 31s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
61	30/c1b8cd	311233	CLUSTERING (CLUSTERING 59)	COMPLETED	0	2026-02-07 03:07:03.086	12m 44s	12m 44s	94.7%	1.4 GB	34.4 GB	3.6 MB	68.8 KB
60	90/ec43cb	315924	CLUSTERING (CLUSTERING 58)	COMPLETED	0	2026-02-07 03:07:25.330	12m 30s	12m 29s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
59	14/a96efc	398411	CLUSTERING (CLUSTERING 57)	COMPLETED	0	2026-02-07 03:17:13.379	12m 55s	12m 55s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
65	ed/961d1e	402769	CLUSTERING (CLUSTERING 63)	COMPLETED	0	2026-02-07 03:18:12.924	12m 20s	12m 20s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.2 KB
67	6a/ff5b84	404415	CLUSTERING (CLUSTERING 65)	COMPLETED	0	2026-02-07 03:18:23.738	12m 10s	12m 10s	94.3%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
62	d5/9f2020	402309	CLUSTERING (CLUSTERING 60)	COMPLETED	0	2026-02-07 03:18:08.866	12m 33s	12m 33s	94.6%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
68	71/24654d	405690	CLUSTERING (CLUSTERING 66)	COMPLETED	0	2026-02-07 03:18:31.197	12m 23s	12m 22s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
