task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	b8/f3488a	16961	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-05-22 11:18:17.576	1.3s	3ms	109.1%	0	0	122.7 KB	5.6 KB
1	84/540f3a	16955	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-05-22 11:18:17.563	1m 23s	1m 21s	63.5%	1.2 GB	2.2 GB	51.3 MB	9.8 MB
6	b3/d4ffea	19612	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-05-22 11:19:40.294	10m 15s	10m 13s	100.4%	536.8 MB	12.1 GB	3.9 MB	28.3 KB
5	a0/4ad877	19621	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-05-22 11:19:40.308	10m 18s	10m 16s	100.5%	537 MB	12.1 GB	3.9 MB	28.2 KB
7	83/1e513a	19628	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-05-22 11:19:40.319	10m 32s	10m 30s	100.5%	694.7 MB	12.1 GB	3.9 MB	28.5 KB
3	d3/37f2b3	19601	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-05-22 11:19:40.275	10m 37s	10m 36s	100.6%	558.7 MB	12.1 GB	3.9 MB	28.4 KB
4	26/aa2c02	19607	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-05-22 11:19:40.286	10m 38s	10m 37s	100.5%	559.2 MB	12.1 GB	3.9 MB	28.5 KB
8	9b/59eb85	82610	POST_CLUSTERING (LemonTree post-clustering analysis)	COMPLETED	0	2026-05-22 11:30:18.478	14m 13s	14m 12s	101.5%	637.9 MB	12.1 GB	11.7 MB	10.2 MB
9	a2/b465c6	113469	NETWORK_GENERATION (Network generation and filtering)	COMPLETED	0	2026-05-22 11:44:31.975	13.8s	12.7s	426.7%	448.3 MB	2 GB	91.5 MB	7.2 MB
11	96/de4c38	114510	PKN_EVALUATION (PKN evaluation)	COMPLETED	0	2026-05-22 11:44:45.824	2m 8s	2m 7s	101.0%	710.7 MB	2.3 GB	154.3 MB	144.6 KB
12	51/edd7fd	122028	MODULE_VIEWER_HEATMAPS (Module viewer heatmaps)	COMPLETED	0	2026-05-22 11:46:53.798	3m 8s	3m 7s	118.0%	3.2 GB	4.8 GB	3.5 GB	3 GB
10	63/bca216	114504	SUBNETWORK_GRAPHS (Creating subnetwork visualization graphs)	COMPLETED	0	2026-05-22 11:44:45.816	8m 20s	8m 19s	99.8%	827.9 MB	2.2 GB	187.1 MB	21.3 MB
13	78/147c22	122033	ENRICHMENT_ANALYSIS (Pathway enrichment analysis)	COMPLETED	0	2026-05-22 11:46:53.805	10m 21s	10m 20s	7.6%	1.2 GB	1.9 GB	69.1 MB	620.4 KB
14	81/dc4ae0	151048	MODULE_OVERVIEW_INTERACTIVE (Interactive module overview)	COMPLETED	0	2026-05-22 11:57:15.188	24m 58s	24m 57s	744.8%	11.7 GB	71.3 GB	151.2 GB	3.3 GB
15	a1/2674dd	316438	SUMMARY_REPORT (Generating summary report)	COMPLETED	0	2026-05-22 12:22:13.436	2.4s	1.3s	171.5%	157.9 MB	1.2 GB	32.3 MB	578.5 KB
