task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	84/540f3a	16955	PREPROCESSING_TFA (Preprocessing and TFA analysis)	CACHED	0	2026-05-22 11:18:17.563	1m 23s	1m 21s	63.5%	1.2 GB	2.2 GB	51.3 MB	9.8 MB
6	b3/d4ffea	19612	CLUSTERING (CLUSTERING 4)	CACHED	0	2026-05-22 11:19:40.294	10m 15s	10m 13s	100.4%	536.8 MB	12.1 GB	3.9 MB	28.3 KB
4	26/aa2c02	19607	CLUSTERING (CLUSTERING 2)	CACHED	0	2026-05-22 11:19:40.286	10m 38s	10m 37s	100.5%	559.2 MB	12.1 GB	3.9 MB	28.5 KB
7	83/1e513a	19628	CLUSTERING (CLUSTERING 5)	CACHED	0	2026-05-22 11:19:40.319	10m 32s	10m 30s	100.5%	694.7 MB	12.1 GB	3.9 MB	28.5 KB
5	a0/4ad877	19621	CLUSTERING (CLUSTERING 3)	CACHED	0	2026-05-22 11:19:40.308	10m 18s	10m 16s	100.5%	537 MB	12.1 GB	3.9 MB	28.2 KB
3	d3/37f2b3	19601	CLUSTERING (CLUSTERING 1)	CACHED	0	2026-05-22 11:19:40.275	10m 37s	10m 36s	100.6%	558.7 MB	12.1 GB	3.9 MB	28.4 KB
8	9b/59eb85	82610	POST_CLUSTERING (LemonTree post-clustering analysis)	CACHED	0	2026-05-22 11:30:18.478	14m 13s	14m 12s	101.5%	637.9 MB	12.1 GB	11.7 MB	10.2 MB
9	a2/b465c6	113469	NETWORK_GENERATION (Network generation and filtering)	CACHED	0	2026-05-22 11:44:31.975	13.8s	12.7s	426.7%	448.3 MB	2 GB	91.5 MB	7.2 MB
11	96/de4c38	114510	PKN_EVALUATION (PKN evaluation)	CACHED	0	2026-05-22 11:44:45.824	2m 8s	2m 7s	101.0%	710.7 MB	2.3 GB	154.3 MB	144.6 KB
12	78/147c22	122033	ENRICHMENT_ANALYSIS (Pathway enrichment analysis)	CACHED	0	2026-05-22 11:46:53.805	10m 21s	10m 20s	7.6%	1.2 GB	1.9 GB	69.1 MB	620.4 KB
13	51/edd7fd	122028	MODULE_VIEWER_HEATMAPS (Module viewer heatmaps)	CACHED	0	2026-05-22 11:46:53.798	3m 8s	3m 7s	118.0%	3.2 GB	4.8 GB	3.5 GB	3 GB
1	58/c6c026	21302	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-05-26 18:04:59.874	1.6s	4ms	109.1%	0	0	122.8 KB	5.6 KB
10	13/8618e4	21318	SUBNETWORK_GRAPHS (Creating subnetwork visualization graphs)	COMPLETED	0	2026-05-26 18:05:00.126	14m 5s	14m 4s	92.3%	826.9 MB	2.2 GB	187.1 MB	21.3 MB
14	2c/5b51d9	21325	MODULE_OVERVIEW_INTERACTIVE (Interactive module overview)	COMPLETED	0	2026-05-26 18:05:00.353	23m 7s	23m 6s	770.6%	11.6 GB	71.3 GB	151.2 GB	3.3 GB
15	41/98b5b9	176400	SUMMARY_REPORT (Generating summary report)	COMPLETED	0	2026-05-26 18:28:07.498	2s	1.1s	198.4%	3.6 MB	217.4 MB	32.3 MB	578.2 KB
