task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	ca/babcc9	1938472	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-02-07 07:47:35.057	2m 38s	2m 38s	551.8%	1.9 GB	3.5 GB	51.1 MB	10.9 MB
2	d6/11fa98	1941077	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-02-07 07:50:12.812	329ms	8ms	30.1%	0	0	84.5 KB	7.1 KB
7	f5/547311	1941289	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-02-07 07:50:13.227	11m 16s	11m 16s	96.0%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
5	d1/577a19	1941233	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-02-07 07:50:13.173	11m 43s	11m 43s	96.1%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
6	04/9e64cd	1941235	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-02-07 07:50:13.185	11m 44s	11m 44s	95.7%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
12	bc/6e2806	1941334	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-02-07 07:50:13.235	11m 48s	11m 47s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
8	c5/55b840	1941452	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-02-07 07:50:13.283	12m 1s	12m	95.6%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
9	b8/34199a	1941276	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-02-07 07:50:13.216	12m 3s	12m 2s	95.3%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
16	1a/3298b9	1941399	CLUSTERING (CLUSTERING 14)	COMPLETED	0	2026-02-07 07:50:13.263	12m 4s	12m 4s	95.5%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
4	99/264d28	1941248	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-02-07 07:50:13.197	12m 9s	12m 6s	95.4%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
11	84/145f70	1941606	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-02-07 07:50:13.332	12m 30s	12m 29s	94.9%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
3	e8/4734c0	1941344	CLUSTERING (CLUSTERING 1)	COMPLETED	0	2026-02-07 07:50:13.247	12m 30s	12m 29s	95.2%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
10	f2/c9ac01	2042288	CLUSTERING (CLUSTERING 8)	COMPLETED	0	2026-02-07 08:01:29.149	11m 49s	11m 49s	95.3%	1.8 GB	34.4 GB	3.6 MB	68.5 KB
13	02/10ebfe	2044425	CLUSTERING (CLUSTERING 11)	COMPLETED	0	2026-02-07 08:01:57.476	11m 32s	11m 31s	95.6%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
14	cd/8895ce	2044212	CLUSTERING (CLUSTERING 12)	COMPLETED	0	2026-02-07 08:01:56.335	11m 46s	11m 46s	95.3%	1.4 GB	34.4 GB	3.6 MB	68.2 KB
