task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	5c/2d4f0e	2889646	PREPROCESSING_TFA (Preprocessing and TFA analysis)	COMPLETED	0	2026-02-06 23:03:07.777	3m 16s	3m 16s	469.4%	1.9 GB	3.5 GB	51.1 MB	10.9 MB
1	c8/d5d182	2892666	LOG_PARAMETERS (Logging pipeline parameters)	COMPLETED	0	2026-02-06 23:06:23.775	454ms	17ms	32.3%	0	0	84.5 KB	7.1 KB
5	9e/0aa4d9	2893097	CLUSTERING (CLUSTERING 3)	COMPLETED	0	2026-02-06 23:06:24.413	12m 27s	12m 27s	95.1%	2.3 GB	34.4 GB	3.6 MB	68.3 KB
8	ea/83e10a	2892882	CLUSTERING (CLUSTERING 6)	COMPLETED	0	2026-02-06 23:06:24.293	12m 34s	12m 33s	95.3%	1.4 GB	34.4 GB	3.6 MB	68.5 KB
7	e3/98420d	2893026	CLUSTERING (CLUSTERING 5)	COMPLETED	0	2026-02-06 23:06:24.367	12m 34s	12m 33s	95.1%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
12	db/2dffc9	2892952	CLUSTERING (CLUSTERING 10)	COMPLETED	0	2026-02-06 23:06:24.334	12m 42s	12m 41s	95.8%	1.4 GB	34.4 GB	3.6 MB	68.7 KB
6	7f/a60a06	2892969	CLUSTERING (CLUSTERING 4)	COMPLETED	0	2026-02-06 23:06:24.347	12m 50s	12m 50s	94.8%	1.4 GB	34.4 GB	3.6 MB	68.6 KB
9	10/b0f0bb	2892920	CLUSTERING (CLUSTERING 7)	COMPLETED	0	2026-02-06 23:06:24.319	12m 51s	12m 51s	95.1%	1.8 GB	34.4 GB	3.6 MB	68.6 KB
4	bc/786c5b	2892824	CLUSTERING (CLUSTERING 2)	COMPLETED	0	2026-02-06 23:06:24.264	12m 54s	12m 54s	95.2%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
11	79/5574be	2892822	CLUSTERING (CLUSTERING 9)	COMPLETED	0	2026-02-06 23:06:24.250	12m 59s	12m 59s	94.5%	1.4 GB	34.4 GB	3.6 MB	68.4 KB
