Regulator	Score	N_modules	N_targets	Modules	Targets
2_hydroxyglutaric_acid	138.41973888498518	22.0	692.0	8|20|23|24|27|31|40|41|43|51|57|59|71|72|80|84|95|109|110|117|124|127	PDGFRL|COL1A2|ETS1|COL5A1|LOXL1|ISLR|SNAI2|CFH|SP6|COL1A1|ESM1|HEYL|FOXC1|ACTG2|MMP11|MXRA5|KDELR3|LTBP2|ARSI|COL6A2|CLMP|PCOLCE|CYP1B1|TFAP2C|COL3A1|COL12A1|ITGA8|FAP|DCN|VGLL3|CTHRC1|KRT8|KRT18|MMP9|EBF2|FOXL1|ADAMTS2|ANXA3|GPX8|LUM|PHLDA2|HIC1|PTGIS|CYGB|PLA1A|STRA6|RFX8|ASPN|COL15A1|MFAP2|FHL2|COL6A3|COL13A1|ANO1|FOXC2|HTRA3|MEDAG|GPR27|ASB2|GFRA2|B4GALT6|ADAMTS16|SLC44A5|USP43|LUZP2|GIPR|CYS1|ARHGAP36|MCF2L2|NPY1R|RPS6KA6|ZNF208|PPFIA2|CSMD3|ERBB4|SCN5A|KCNIP3|PRSS35|KCNA5|LRRTM1|PHACTR3|CRTAC1|GALNT13|B3GALT2|PCP4|TUSC3|FOXP2|SVIP|ZNF727|SUSD5|MIPOL1|RANBP17|FBXL2|PLCXD3|TENM2|SYNDIG1L|TRIM17|NAALAD2|DNER|PCBP3|CADM3|ZC3H12B|DRP2|PABPC5|VSTM5|GAS2|CDH13|NALCN|FGF9|ARPP21|CACNA1A|OTOGL|TRIM67|VAT1L|AFF2|TENM3|SLITRK1|FGF12|TCEAL2|SLITRK5|SCN1A|ZFPM2|TRAM1L1|FAM133A|FUT9|LY6H|PDE1A|MAGEE1|CYP7B1|MACROD2|ADRA2C|CLGN|CCDC85A|RNF175|GPR63|NETO1|SGCD|RXRG|NRXN3|PTPRN|NUDT10|PARM1|TLL1|ANO5|KCNQ5|EPB41L4B|BAMBI|CSDC2|ASB4|GHR|PCDH7|CYP26B1|SATB1|SORCS3|NCAM2|TVP23A|CPXM2|PRDM8|RAB3B|CNTN1|NDN|CCDC8|FAM181A|SPAG17|ENTPD2|RAMP3|C2orf50|MOXD1|HES1|NR2E1|ABCA5|FER1L5|GCOM1|LRRC2|TPPP3|MYZAP|ZNF860|CFAP45|SLC16A11|SOD3|PDLIM4|RARRES2|RGS22|SFRP4|FMOD|DDIT4L|FLNC|FOLR1|HSPB7|MAOB|AEBP1|SLC47A2|TXLNB|PIRT|HPD|RFX7|HES7|ADNP|FXYD2|ZBTB37|ZNF354C|ZNF709|NEU4|VAX2|CYP3A43|MEIS3|FLRT1|ZNF177|ZNF74|TCF7L1|SOX12|POU2F1|ZNF391|ZNF778|NAT16|SNTG1|RCOR2|FOXO6|ZNF236|MYT1|DLL3|FOXK2|ZNF721|ZSCAN26|FHDC1|CTCF|SOX11|COL20A1|ZFP2|ZNF594|NR2C2|GPC2|NFIX|ZFP90|ZNF337|ZNF774|MEGF11|RGR|DRD2|ZNF362|ZNF821|GTF2IRD2|PBX1|XKR5|TOX3|ZNF852|DGKI|ZNF445|ZBED3|SEMA5B|ZSCAN2|PRDM15|ZNF69|GTF2IRD1|MEX3A|ZNF782|PROX1|SLC8A3|ZKSCAN2|PRSS55|CCER2|ZBTB12|ZNF514|ZNF652|ZNF169|ZFHX2|GRIK2|ZBED4|ZNF70|ZSCAN9|ONECUT2|BACH2|DCX|CARF|PATZ1|ZNF454|NR6A1|SNX22|ZNF589|SOX4|NKAIN1|ZNF785|SOX1|ZNF879|HIC2|ZNF605|EBF4|NFXL1|ZKSCAN8|ZNF334|ZKSCAN3|TSHZ1|FABP7|TEAD3|MDK|HS3ST3B1|CHL1|C1QTNF1|IGFBP2|DUSP4|POSTN|IL1RAP|ACSS3|SRPX|TNFAIP6|ADAMTS3|KCNE4|RAB34|LGALS3|PLA2G5|SPRY4|ETV4|ETV5|ZBTB42|GRB10|CMYA5|TMEM158|SHROOM3|ARSJ|DPP4|BCAT1|SALL4|ADAM12|DRAXIN|GLRA2|ST8SIA5|CGREF1|STK32B|BEAN1|CHRDL1|CENPV|VGF|SHISA6|KCNK10|VWDE|CHST8|CHRM3|SHISA9|PLD5|LHX2|SREBF2|STAC2|LRRN2|VSX1|LNX1|PDE1C|RET|SYTL5|POU3F1|RIT2|LINGO3|COL25A1|DBX2|NPNT|TMEM221|STAC|COL23A1|GPR37|NOS2|PKIB|TRPM3|HABP2|HOPX|CPNE4|LAMA2|MSMP|ALK|ZDHHC23|JPH1|ADAMTS18|ADRA1D|LANCL3|PSORS1C1|ZNF33A|HEY2|ZNF804A|ZNF438|ZNF485|TFAP2E|ZNF25|ZNF248|GDF7|ZNF572|ZNF32|ZNF492|ADAMTS20|ZNF33B|MXI1|GATA2|ZNF37A|ZNF518A|RBPJ|IKZF5|CD24|GREB1L|TMEM163|BVES|ZNF727|OSR1|ACKR1|PCDHA2|BAMBI|CADPS|ZNF257|HMCN2|GDNF|SLC16A7|EXO5|ARHGAP36|GPC6|TACR1|RAB27B|GHR|CACNA2D1|PRSS35|CUZD1|AIM2|GLIS3|ADAMTS15|KLHL9|ZFP69|AQP3|STON1-GTF2A1L|PLEKHS1|KLRC1|SLC34A2|SEMA3D|CLGN|SLC22A3|PCDHA1|GMEB1|FCRLA|ZNF469|EMP3|DES|MDK|F3|FBXO17|EVC2|SH2D4A|NSUN7|RAB36|VASN|PDPN|SHOX2|RBP1|NMNAT3|TOM1L1|ARSF|CHL1|CLDN10|SLC16A11|F3|CMYA5|HOPX|CNGA3|MT1E|MT1M|HES1|NR2E1|MGARP|MAB21L1|GRHL1|DACH1|STOX1|KLF13|SCUBE2|GDF7|REM1|ZNF32|GATA2|SMOC1|MXD4|SEMA3D|SLC22A3|GALNT13|MYH14|CD24|ZNF804A|GREB1L|B4GALT6|SLC44A5|USP43|LUZP2|EPB41L4B|FGF17|PCDHA2|KCNIP4|CADPS|SLC16A7|TACR1|FBXL2|RPS6KA6|TRAM1L1|RAB27B|ZFPM2|CACNA2D1|COL11A1|SMOC1|MACROD2|SEMA3D|PCDHA1|EMP3|TEAD3|COL1A2|IGFBP2|LOXL1|TBX18|ITGBL1|ISLR|TNFAIP6|NSUN7|COL1A1|MGP|PDPN|RAB34|LGALS3|RBP1|TOM1L1|KDELR3|GDF15|LUM|RUNX1|C7|STRA6|FBXO17|COL6A2|ASPN|SH2D4A|COL6A3|COL3A1|COL12A1|ADAM12|NMNAT3|DCN|ZNF143|ZNF804A|ZNF485|ZBTB34|CALCRL|ZNF189|THAP1|FERMT1|ZNF572|ZNF492|ADAMTS20|FGF17|ZNF281|ZNF518A|RBPJ|ZNF22|ATOH8|ZNF560|DES|DDIT4L|RAB36|FAM181A|VASN|F3|KCNE4|MAOB|AEBP1|TXLNB|LRRC2|EVC2|PDGFRL|THBS1|COL5A1|FBLN1|LOXL1|TBX18|ITGBL1|MLPH|CFH|FBLN2|SLC16A12|ADAMTS14|TAGLN|CNN1|ESM1|ACTG2|EBF2|ADAMTS2|STC1|RUNX1|C7|CEMIP|COL6A2|COL15A1|PCOLCE|CYP1B1|COL13A1|ITGA8|FOXC2|VGLL3|MEDAG|GALNT13|KCNT2|BRINP3|FAT3|SOX2|NETO1|MPPED2|SOX5|SALL3|NOL4|NFIA|SLITRK3|SUSD4|FAM135B|NKAIN3|SCN3A|SCRG1|LUZP2|KCNQ5|PURG|CRB1|CHST9|NTNG1|MSTN|ST6GAL2|MLLT3|ISM1|RFX3|NXPH3|FGF12|ASCL1|PSD2|MCF2L2|ASXL3|ZFPM2|GHR|CA8|TCF7L1|ERVMER34-1|KLHL9|LRRTM1|MAP2|NFIB|CLGN|DLGAP1|IKZF2|EYA1|GPR63|SCN1A|SLCO5A1|FOXP2|GDF7|FERMT1|DCT|SNX22|VAT1L|PCDHA2|KCNIP4|SEMA3D|SLC16A7|PCDHA1|CASZ1|ZNF688|RELA|NFATC1|MXD4|ZNF691|ZBTB3|ZNF219|RFX5|ZNF740|SHROOM3|PDGFD|NPNT|CHRNA1|COL23A1|KCTD14|TBX2|DUSP4|SHOX2|HABP2|SPRY4|ETV4|PDGFRA|SAMD11|EFCAB5|BMPER|TFAP2A|SNX22|KLRC2|NPR3|GDNF|MAP3K15|CDH3|SYT6|GMEB1
creatinine	125.14688963819196	23.0	1029.0	1|2|4|9|21|22|24|29|38|48|60|61|62|63|64|75|83|85|91|92|101|105|106	CAMK2A|GABRD|SYT4|KCTD16|VIPR1|MAS1|PRSS3|SNAP25|GPR61|MAP7D2|PSD|NEFM|RYR2|VWA5B2|SLC12A5|GABRB2|VSTM2L|GPR83|SYT7|ATP8A2|NRGN|SNCB|SLC17A7|SV2C|ATP2B3|SYN1|KCNH3|GALNTL6|GNG3|FSTL4|TMEM130|RTN4RL1|SLC6A17|IQSEC3|PRMT8|PPP2R2C|DDN|SLC8A2|PHYHIP|UNC5A|HPCA|CREG2|PACSIN1|GLS2|SYT1|SYT5|C1QTNF4|CAMK1G|STX1B|CRYM|ARHGDIG|RASAL1|C4orf50|SYNGR3|B3GNT4|CACNA1B|PCP4L1|SYN2|KCNJ4|KCNS1|ADAM11|STYK1|NEURL1|EPHB6|CPLX1|TGFBR3L|MTUS2|CELF4|SLC30A3|ICAM5|HPCAL4|DOC2A|CHD5|SYP|GLT1D1|MPPED1|ACVR1C|KCNH5|CALN1|CACNA2D2|LRRC7|ANK3|DOK6|MARCHF4|LRFN2|KHDRBS2|RUNDC3B|ZFR2|GABRB3|CACNA1E|SNAP91|DOC2B|SOWAHB|GRIN2B|KCNK9|KIAA0319|COL26A1|RIMBP2|PCLO|SNCG|PPP1R1A|PPFIA2|CNTN4|ENTPD3|ASPDH|NPM2|CCDC177|RTN4RL2|PNMA6A|CNTN3|KCNH1|BRINP1|CDK5R2|RIMS2|WNK2|CYP4X1|GRM5|SLC4A10|BEX5|B3GNT4|SCN2B|GRIN2A|GNAL|NRG3|CHGB|KCNS1|STYK1|PLCXD3|SRRM4|SSTR2|CDH22|CNTN5|KIF1A|AJAP1|KCNJ12|ICAM5|KIRREL3|GRIP1|HS3ST2|NPTX1|RGS7|DPP10|C11orf87|GDA|GALNT9|PNMA3|VIPR1|NELL1|MCF2|SPRN|CNTNAP2|STXBP5L|CACNA2D3|SOWAHA|PTPRR|KCNH3|ERC2|NEGR1|HS6ST3|SGSM1|RBP4|NEFH|RBFOX1|LY6H|CABP1|GRM1|LHX6|GLB1L3|HOOK1|FRRS1L|KSR2|ADAMTS8|SLC26A8|SH3GL2|C1QTNF4|FGF13|GABRA2|JAKMIP1|NAP1L2|PDE2A|CCSER1|GRM7|UBE2QL1|TBR1|CACNA1I|NMNAT2|CCBE1|STMN2|CDH8|PRRG3|GRM2|MPP7|AMPH|TGFBR3L|RELN|EPHA10|TAGLN3|ANKS1B|PRDM8|PPP4R4|OLFM1|WNT10B|SPTB|ATRNL1|MYT1L|GRIN3A|REPS2|CDKL2|VDR|G0S2|F13A1|LIF|IL10|THBS1|BATF|SERPINA1|C15orf48|ANPEP|IL1A|TNFAIP2|IL2RA|ADAM8|IL6|FCN1|SOCS3|BHLHE40|FPR2|KLF10|VSIG4|FPR1|LILRB3|SAA2|AQP9|RRAD|NFKB2|BIRC3|LYVE1|IL1R1|CHI3L2|CCL2|NNMT|FOSL1|TREML2|CXCL5|IL32|FCAR|GPRC5A|IL1B|CXCL8|SLC16A10|MAFF|HK3|SERPINE1|STAT3|HMOX1|IL18R1|HSD11B1|CD163|FOSL2|PLIN2|CFB|IER3|PLAUR|ICAM1|CXCL1|LILRA6|LRG1|MAFB|FFAR2|PTX3|CEBPB|XBP1|FAM20A|BCL2A1|CXCL3|NAMPT|TNFSF14|OSM|MCTP2|IL1RN|SLC39A8|SOD2|GPR84|STC1|LILRA5|CLCF1|MMP19|S100A8|RELB|PTGS2|CXCL2|TGFBI|CEBPD|SLAMF8|IL7R|NFKB1|HSPA6|THBD|S100A9|TREM1|MRC1|CR1|SLC11A1|RAB3C|ELFN2|FBXL16|SPTBN2|CAMSAP3|XKR7|UBE2QL1|RUNDC3A|CDK5R1|DLGAP3|SYT16|SHISA7|SYN3|TMEM151B|COL26A1|STMN2|CELF5|SHANK2|ATP1A3|JPH4|ELAVL4|SCN3B|CHRNB2|SRRM4|SMPD3|CDH22|NECAB2|OPCML|TAGLN3|GDAP1L1|ATCAY|CELF3|SRRM3|PRKCZ|MYT1L|CRHR1|HECW1|BRSK2|PAK3|SEPTIN3|DUSP26|SHANK1|AHR|C3orf52|LIF|SLPI|KCNN4|MYBPH|ARHGEF5|SRPX2|SDC1|KLF17|CD109|PAPPA|LCTL|MYC|CNN1|PLA2R1|ABCC3|SNAI1|FBLN5|SOCS3|PTGES|BHLHE40|IGFBP6|KLF10|HMGA2|TFPI2|PTPRU|GDF15|ATF4|CFI|PLAU|AHNAK2|GCNT1|CP|RRAD|RAB38|IL11|NNMT|FOSL1|MAFK|SPOCD1|MT2A|SERPINE1|PODNL1|STAT3|SEMA3A|C1S|CAV1|CLEC5A|C6orf141|CPA4|ADAMTS14|TAGLN|TEAD4|TC2N|COL8A1|LOXL4|PTX3|XBP1|SEL1L3|ABCA13|FAM83G|CLDN23|RUNX1|MET|STC1|CLCF1|CHRNA9|CA12|TIMP1|NKX3-1|ITGA3|RARRES1|EFEMP1|STEAP1|PAX8|TNFRSF11B|CLDN1|BNC2|CATSPERB|CHI3L1|CAV2|GJB2|CXCL14|LRRFIP1|ALDH1A3|PTH2R|RTN4R|PRKCB|CPNE7|SLC27A2|CA4|ST6GALNAC5|SOWAHB|TRIM54|FAM131C|THNSL2|KIAA0319|NNAT|SOWAHA|OGDHL|ATP2C2|SNCG|CFAP74|CBLN4|MRAP2|LAMP5|RNF212|RBP4|SCUBE1|ISLR2|LHX6|RGS4|ZCCHC12|NGEF|COX7A1|FBXO27|AGBL4|CACNB2|LRRC10B|CHRDL1|GPR68|POU6F2|RNF43|TBR1|CCBE1|LOXHD1|ZNF831|IQCA1|WFDC1|TENM2|SLC39A12|KCNJ6|CRHBP|CASQ2|ZMAT4|WNT10B|KIRREL3|PTPN3|ERICH3|HS3ST2|TESPA1|PRPH2|CAMK4|RFX7|HES7|ADNP|FXYD2|ZBTB37|ZNF354C|ZNF709|NEU4|VAX2|CYP3A43|MEIS3|FLRT1|ZNF177|ZNF74|TCF7L1|SOX12|POU2F1|ZNF391|ZNF778|NAT16|SNTG1|RCOR2|FOXO6|ZNF236|MYT1|DLL3|FOXK2|ZNF721|ZSCAN26|FHDC1|CTCF|SOX11|COL20A1|ZFP2|ZNF594|NR2C2|GPC2|NFIX|ZFP90|ZNF337|ZNF774|MEGF11|RGR|DRD2|ZNF362|ZNF821|GTF2IRD2|PBX1|XKR5|TOX3|ZNF852|DGKI|ZNF445|ZBED3|SEMA5B|ZSCAN2|PRDM15|ZNF69|GTF2IRD1|MEX3A|ZNF782|PROX1|SLC8A3|ZKSCAN2|PRSS55|CCER2|ZBTB12|ZNF514|ZNF652|ZNF169|ZFHX2|GRIK2|ZBED4|ZNF70|ZSCAN9|ONECUT2|BACH2|DCX|CARF|PATZ1|ZNF454|NR6A1|SNX22|ZNF589|SOX4|NKAIN1|ZNF785|SOX1|ZNF879|HIC2|ZNF605|EBF4|NFXL1|ZKSCAN8|ZNF334|ZKSCAN3|TSHZ1|RGS1|GPR183|CSRNP1|NR4A3|JUN|JUNB|EGR3|CREM|FOSB|NR4A2|KLF6|EGR2|KLF4|ATF3|FOS|EGR1|SRF|NR4A1|RGS7|NLGN3|UNC13A|CNTNAP5|CACNA2D2|FGF9|PEG3|ANK3|MARCHF4|CSPG5|CLVS1|ZFR2|GABRB3|RAP1GAP|SYT16|CACNG7|KCNK9|EEF1A2|VSTM2A|GRIN2B|DIRAS2|SPRN|KCNA2|RIMS4|STXBP5L|RIMBP2|KCNQ2|LMO1|NTRK3|PIANP|FAM131B|CNTN4|SGSM1|RTN4RL2|MAGEE1|ISLR2|ZCCHC12|ADRA2C|SEZ6L|GLB1L3|STMN4|FRRS1L|L1CAM|NRSN1|ADAMTS8|WSCD1|OPRD1|CDK5R2|KCNC1|RIMS1|RPH3A|PTPRN|KCNA3|WNK2|C2orf80|GRM7|BEX5|ADCY1|TMEM145|DISP2|CACNG8|AMPH|LRRTM3|ARNT2|GABBR2|STOX2|GRIK3|KIF1A|RGS7BP|OLFM1|MGAT5B|SCG3|CRHR1|ABCC8|CAMK4|SHANK1|KCNB1|IL1RL1|PHOSPHO1|IL18RAP|CEACAM4|NFE2|PPBP|FCGR3B|TUBB1|FCN1|STEAP4|KCNJ15|CXCR1|PF4|IL1R2|APOBEC3A|RAB3C|CACNA2D2|FGF9|KCNC1|RIMS1|CAMSAP3|MARCHF4|XKR7|GABRB3|CACNA1E|SYN3|SLITRK1|GRIN2B|SHANK2|JPH4|ELAVL4|SCN3B|LINGO1|SSTR2|EPHA10|STOX2|CSMD3|SRRM3|PRKCZ|HECW1|STMN4|FRRS1L|SEPTIN3|DUSP26|ACVR1C|C11orf87|SLC26A8|GDA|GABRA2|RTN4R|PRSS3|JAKMIP1|PRKCB|PDE2A|RSPO2|CPNE7|SLC27A2|RAP1GAP|CYP4X1|POU6F2|CACNA1I|SLC4A10|TBR1|SYNGR3|SOWAHB|SCN2B|KIAA0319|SOWAHA|GRM2|SNCG|MPP7|PTPRR|ENTPD3|BSN|CCDC177|KCNJ12|NEFH|RBP4|CABP1|RBFOX1|WNT10B|SPTB|LHX6|PNMA6A|HS3ST2|NGEF|GLT1D1|TESPA1|RBFOX1|CABP1|EPHB6|VWA5B2|FSTL4|KCNJ12|ARHGDIG|GPR61|KCNJ4|PSD|CAMK2A|GABRD|SYT4|KCTD16|MAS1|SNAP25|MAP7D2|NEFM|RYR2|SLC12A5|GABRB2|VSTM2L|GPR83|SYT7|ATP8A2|NRGN|SNCB|SLC17A7|ATP2B3|SYN1|GALNTL6|GNG3|TMEM130|RTN4RL1|SLC6A17|RBFOX1|IQSEC3|PRMT8|PPP2R2C|DDN|SLC8A2|PHYHIP|UNC5A|HPCA|CREG2|PACSIN1|GLS2|SYT1|SYT5|CAMK1G|CRYM|RASAL1|C4orf50|CACNA1B|PCP4L1|SYN2|ADAM11|NEURL1|MTUS2|CELF4|SLC30A3|HPCAL4|DOC2A|CHD5|SYP|MPPED1|AGBL4|AIFM3|SLC7A2|DCHS2|FRMPD2|AKR1C3|ZNF483|SPATA18|GPC5|NACC2|UBXN10|LMO3|NAV3|PEBP4|NNAT|ACADL|TPD52L1|KIF6|SIDT1|KCNE5|ACSL6|IQCA1|PTGDR2|UPP2|TMEM74|GABBR2|CFAP74|XK|PTPRT|RNF212|EMX2|GABRB1|C16orf89|SELENBP1|TEF|SLCO1C1|TMEM229A|KBTBD12|CPAMD8|FLT3|HLF|GOLGA7B|PRPH2|ALDH1A1|NDRG1|MAFF|G0S2|THBS1|HMOX1|FOSL2|PLIN2|C1S|FCGR2B|CFB|CLEC5A|SPAG4|ANGPTL4|TEAD4|LOX|FBLN5|NAMPT|PTGES|SOD2|FAM83G|PLAU|CA12|ADM|RELB|CP|TIMP1|TGFBI|CEBPD|BIRC3|TNFRSF11B|HSPA6|GPRC5A|CHI3L1|SPOCD1|FBXL16|CHRNB2|CPLX1|SPTBN2|NECAB2|STX1B|BSN|RUNDC3A|GDAP1L1|CDK5R1|CELF3|DLGAP3|TMEM151B|ATP1A3|RTN4R|NELL1|PRKCB|LRFN2|PTPRN|CPNE7|SLC27A2|RAP1GAP|DOC2B|LOXHD1|VSTM2A|COL26A1|SPRN|PRRG3|CHGB|BSPRY|TEF|PDE1A|ISLR2|VSTM5|ZCCHC12|PNMA6A|NGEF|GLB1L3|HOOK1|TESPA1|L1CAM|GRIP2|NPTX1|NRSN1|CREB3L4|NFATC3|THAP11|ZNF771|KLF13|ZNF691|ZSCAN29|ZNF219|ZNF48|ZNF689|CCSER1|PCLO|NEGR1|GRIP1|CNTN5|HS6ST3|CRHBP|RSPO2|BRINP1|POU6F2|SH3GL2|RELN|FGF13|DOK6|KHDRBS2|PPP4R4|GRM1|NOS1|GRIN3A|CNTN3|CDH8|GNAL|KSR2|CACNA2D3|DISP2|SCN3B|CACNA1E|OPRD1|SYT16|DOC2B|SSTR2|EPHA10|EEF1A2|BSN|SHANK1|LRRC7|GALNT9|RIMS2|PNMA3|NAP1L2|PTPRN|CPNE7|ZFR2|RUNDC3B|GRM7|GRM5|SNAP91|NMNAT2|CNTNAP2|GRIN2A|RIMBP2|KCNJ9|CHGB|SCN3B|SSTR2|AMPH|ASPDH|NPM2|SGSM1|MAGEE1|ATRNL1|ADRA2C
homocysteine	42.07328321674942	9.0	322.0	12|17|50|64|70|74|102|103|109	NLGN3|ELAVL3|ASIC4|BCHE|NKAIN4|CSPG5|SCN3A|MAST1|NEU4|CACNG7|DSCAM|ZNF704|SLIT1|FLRT1|GRIA2|KCNQ2|NRXN1|LINGO1|NTRK3|SOX6|TNR|PIANP|MYCN|ZDHHC22|SEZ6L|FAM181B|THSD7A|PTPRD|LRRTM2|SOX8|BCAN|CSRNP3|WSCD1|KLF12|FXYD6|DLL3|CDHR1|CADM2|PURG|PRR36|MMP16|NRXN2|TMEM145|ASCL1|CACNG8|GNG4|DGKB|NCALD|SCG3|OLIG2|MAP2|ADD2|CSMD1|OLIG1|TSHZ1|DPP10|KCNT2|SOX2|SALL3|KCNN2|RANBP3L|CASQ1|CHST9|MSTN|ST6GAL2|PHYHIPL|PEBP4|KCNJ10|A2ML1|SLC14A1|ADCY2|ADCYAP1R1|CD38|SPX|ALDOC|ACBD7|HPR|HES5|THRA|CA8|IGSF9|GRHL3|ZNF423|DLL1|MYBPC1|ENHO|LIX1|GRIN2C|CNTFR|RGS9|CDH20|CXXC4|SLC24A4|KCNK2|RHBDL3|SALL2|ZBTB18|SOX5|PRRT4|HES6|ZBTB47|ZNF483|CRB1|AMER2|RFX3|TFDP2|TRIL|SIDT1|PSD2|ZHX2|MASP1|KCNH7|TTPA|NTRK2|ENDOU|PI16|B3GAT2|ZSCAN31|SLC25A48|ZBTB5|NFIB|ZNF664|DAAM2|GADD45G|TBX3|FOXL2NB|MECOM|ZNF366|LRRC36|ST6GALNAC1|SLC52A3|NODAL|FOXF2|FOXL2|ERG|KIT|VWA2|BCL6B|NKD2|FOXQ1|ISM1|TMEM45B|SPATA22|AGBL4|AIFM3|SLC7A2|DCHS2|FRMPD2|AKR1C3|ZNF483|SPATA18|GPC5|NACC2|UBXN10|LMO3|NAV3|PEBP4|NNAT|ACADL|TPD52L1|KIF6|SIDT1|KCNE5|ACSL6|IQCA1|PTGDR2|UPP2|TMEM74|GABBR2|CFAP74|XK|PTPRT|RNF212|EMX2|GABRB1|C16orf89|SELENBP1|TEF|SLCO1C1|TMEM229A|KBTBD12|CPAMD8|FLT3|HLF|GOLGA7B|PRPH2|ALDH1A1|FAT3|BCHE|SLC24A3|MPPED2|ZIC2|PPP1R1C|ROBO2|CSPG5|SLITRK3|CDH10|GRIK1|NKAIN3|PURG|SPON1|SALL1|AMER2|NCAN|SLIT1|ZIC5|SKIDA1|TRIL|ATP1A2|GSG1L|POU3F3|NR3C2|NCALD|TP53AIP1|ATP13A4|ESRRG|MAP2|EMILIN3|ABCD2|FAM181B|ADD2|CSMD1|MMD2|AQP1|FBXO27|AGT|PPP1R1B|ENTPD2|WNT7A|MEGF10|FAM107A|KIF19|PRODH|GYG2|PLIN5|PLIN4|MAPK4|GFAP|BCO1|PBX1|UBQLN3|AGT|NFIA|KCNN2|TTPA|SOX21|TCF7L1|ENDOU|ZBTB47|SPON1|ST6GAL2|ZBTB5|RERGL|NR2F1|CXXC4|CD38|TMIE|MFAP4|PPP1R1B|NTRK2|PGAM2|SMIM5|ZNF423|GLIS3|OVCH1|NTNG1|ZNF641|LRRC55|HAS2|MLLT3|C10orf105|MOB3B|DAAM2|IKZF2|SLC14A1|GFAP|GALNT13|KCNT2|BRINP3|FAT3|SOX2|NETO1|MPPED2|SOX5|SALL3|NOL4|NFIA|SLITRK3|SUSD4|FAM135B|NKAIN3|SCN3A|SCRG1|LUZP2|KCNQ5|PURG|CRB1|CHST9|NTNG1|MSTN|ST6GAL2|MLLT3|ISM1|RFX3|NXPH3|FGF12|ASCL1|PSD2|MCF2L2|ASXL3|ZFPM2|GHR|CA8|TCF7L1|ERVMER34-1|KLHL9|LRRTM1|MAP2|NFIB|CLGN|DLGAP1|IKZF2
